Dataset,Barcode,Peptide,Kinase,LFC,totalMeanLFC
Pair16,710230321,YAP1_121_133,P38,0.6022998171541678,0.6022998171541678
Pair16,NA,IKKB_173_185_C179A,ERK,NA,NA
Pair16,NA,ELK1_356_368,ERK,NA,NA
Pair16,NA,MPH6_140_152,P38,NA,NA
Pair16,NA,MYC_51_63,ERK,NA,NA
Pair16,NA,RBL2_632_644,ERK,NA,NA
Pair16,NA,VASP_150_162,PIM,NA,NA
Pair16,NA,ATF2_47_59,ERK,NA,NA
Pair16,NA,CSK21_355_367,ERK,NA,NA
Pair16,NA,ELK1_410_422,ERK,NA,NA
Pair16,NA,FRAP_2475_2487,P38,NA,NA
Pair16,NA,KIF11_919_931,ERK,NA,NA
Pair16,NA,LMNB1_16_28,ERK,NA,NA
Pair16,NA,MK10_214_226,ERK,NA,NA
Pair16,NA,MYBB_513_525,ERK,NA,NA
Pair16,NA,PDE5A_95_107,ERK,NA,NA
Pair16,NA,TLE2_246_258,ERK,NA,NA
Pair16,NA,AKT1_301_313,ERK,NA,NA
Pair16,NA,ELK1_356_368,JNK,NA,NA
Pair16,NA,ELK1_410_422,JNK,NA,NA
Pair16,NA,IKBA_26_38,ERK,NA,NA
Pair16,NA,IKKB_686_698,ERK,NA,NA
Pair16,NA,KPB1_1011_1023,P38,NA,NA
Pair16,NA,LMNA_192_204,PIM,NA,NA
Pair16,NA,MP2K1_281_293,ERK,NA,NA
Pair16,NA,P53_308_323,ERK,NA,NA
Pair16,NA,PDPK1_27_39,ERK,NA,NA
Pair16,NA,RB_774_786,ERK,NA,NA
Pair16,NA,STMN2_90_102,PIM,NA,NA
Pair16,NA,BRCA1_1451_1463,ERK,NA,NA
Pair16,NA,C1R_201_213,ERK,NA,NA
Pair16,NA,COF1_17_29,ERK,NA,NA
Pair16,NA,CSK21_355_367,JNK,NA,NA
Pair16,NA,ERF_519_531,ERK,NA,NA
Pair16,NA,MP2K1_281_293,JNK,NA,NA
Pair16,NA,MYC_51_63,JNK,NA,NA
Pair16,NA,PDE5A_95_107,JNK,NA,NA
Pair16,NA,RAB1A_187_199,ERK,NA,NA
Pair16,NA,RBL2_632_644,JNK,NA,NA
Pair16,NA,SRC8_CHICK_423_435,ERK,NA,NA
Pair16,NA,TLE2_246_258,JNK,NA,NA
Pair16,NA,VASP_232_244,PIM,NA,NA
Pair16,NA,ATF2_47_59,JNK,NA,NA
Pair16,NA,KIF11_919_931,JNK,NA,NA
Pair16,NA,MK10_214_226,JNK,NA,NA
Pair16,NA,MYBB_513_525,JNK,NA,NA
Pair16,NA,P53_308_323,JNK,NA,NA
Pair16,NA,RAB1A_187_199,JNK,NA,NA
Pair16,NA,RB_774_786,JNK,NA,NA
Pair16,NA,SRC8_CHICK_423_435,JNK,NA,NA
Pair16,NA,AKT1_301_313,JNK,NA,NA
Pair16,NA,BRCA1_1451_1463,JNK,NA,NA
Pair16,NA,C1R_201_213,JNK,NA,NA
Pair16,NA,CSK21_355_367,P38,NA,NA
Pair16,NA,ELK1_356_368,P38,NA,NA
Pair16,NA,ELK1_410_422,P38,NA,NA
Pair16,NA,KCNA1_438_450,ERK,NA,NA
Pair16,NA,KIF11_919_931,P38,NA,NA
Pair16,NA,LMNB1_16_28,JNK,NA,NA
Pair16,NA,MP2K1_281_293,P38,NA,NA
Pair16,NA,MYBB_513_525,P38,NA,NA
Pair16,NA,P53_308_323,P38,NA,NA
Pair16,NA,PDE5A_95_107,P38,NA,NA
Pair16,NA,RBL2_632_644,P38,NA,NA
Pair16,NA,REL_260_272,PIM,NA,NA
Pair16,NA,ATM_1972_1984,JNK,NA,NA
Pair16,NA,C1R_201_213,P38,NA,NA
Pair16,NA,ERF_519_531,P38,NA,NA
Pair16,NA,IKKB_686_698,JNK,NA,NA
Pair16,NA,KCNA3_461_473,JNK,NA,NA
Pair16,NA,PDPK1_27_39,JNK,NA,NA
Pair16,NA,RB_774_786,P38,NA,NA
Pair16,NA,RBL2_959_971,ERK,NA,NA
Pair16,NA,SRC8_CHICK_423_435,P38,NA,NA
Pair16,NA,TLE2_246_258,P38,NA,NA
Pair16,NA,CDN1A_139_151,PIM,NA,NA
Pair16,NA,CDN1B_151_163,P38,NA,NA
Pair16,NA,COF1_17_29,P38,NA,NA
Pair16,NA,IKKB_686_698,P38,NA,NA
Pair16,NA,KPB1_1011_1023,PIM,NA,NA
Pair16,NA,RBL2_959_971,JNK,NA,NA
Pair16,NA,ATF2_47_59,P38,NA,NA
Pair16,NA,KCNA1_438_450,JNK,NA,NA
Pair16,NA,LMNB1_16_28,P38,NA,NA
Pair16,NA,VIGLN_289_301,PIM,NA,NA
Pair16,NA,AKT1_301_313,P38,NA,NA
Pair16,NA,ERF_519_531,PIM,NA,NA
Pair16,NA,KIF11_919_931,PIM,NA,NA
Pair16,NA,MK10_214_226,P38,NA,NA
Pair16,NA,PDE5A_95_107,PIM,NA,NA
Pair16,NA,RAB1A_187_199,PIM,NA,NA
Pair16,NA,COF1_17_29,PIM,NA,NA
Pair16,NA,RBL2_959_971,P38,NA,NA
Pair16,NA,CDN1B_151_163,PIM,NA,NA
Pair16,NA,KCNA3_461_473,P38,NA,NA
Pair16,NA,LMNB1_16_28,PIM,NA,NA
Pair16,NA,KCNA1_438_450,P38,NA,NA
Pair16,NA,MK10_214_226,PIM,NA,NA
Pair16,NA,RBL2_959_971,PIM,NA,NA
Pair16,NA,KCNB1_489_501,PIM,NA,NA
Pair10,710230322,ACM1_444_456,ERK,0.32671315745273954,0.32671315745273954
Pair10,710230322,ACM1_444_456,JNK,0.32671315745273954,0.32671315745273954
Pair10,710230322,ACM1_444_456,P38,0.32671315745273954,0.32671315745273954
Pair10,710230322,ACM1_444_456,PIM,0.32671315745273954,0.32671315745273954
Pair10,710230322,ACM4_456_468,PIM,-1.0251534772283386,-1.0251534772283386
Pair10,710230322,ADDB_696_708,ERK,-0.850622375961773,-0.850622375961773
Pair10,710230322,ADDB_696_708,JNK,-0.850622375961773,-0.850622375961773
Pair10,710230322,ADDB_696_708,P38,-0.850622375961773,-0.850622375961773
Pair10,710230322,ADDB_706_718,ERK,0.01331045358337768,0.01331045358337768
Pair10,710230322,ADDB_706_718,JNK,0.01331045358337768,0.01331045358337768
Pair10,710230322,ADDB_706_718,P38,0.01331045358337768,0.01331045358337768
Pair10,710230322,ADDB_706_718,PIM,0.01331045358337768,0.01331045358337768
Pair10,710230322,ANDR_785_797,PIM,0.5320349434368019,0.5320349434368019
Pair10,710230322,BAD_112_124,PIM,3.799508748188817,3.799508748188817
Pair10,710230322,BAD_69_81,ERK,-0.36773178450048727,-0.36773178450048727
Pair10,710230322,BAD_69_81,PIM,-0.36773178450048727,-0.36773178450048727
Pair10,710230322,BAD_93_105,PIM,-1.5924013902606147,-1.5924013902606147
Pair10,710230322,BCKD_45_57,PIM,0.7325871536556319,0.7325871536556319
Pair10,710230322,CA2D1_494_506,ERK,0.28610001575173527,0.28610001575173527
Pair10,710230322,CAC1C_1974_1986,PIM,0.2693708685852245,0.2693708685852245
Pair10,710230322,CD27_212_224,ERK,0.7029515619011528,0.7029515619011528
Pair10,710230322,CD27_212_224,JNK,0.7029515619011528,0.7029515619011528
Pair10,710230322,CD27_212_224,P38,0.7029515619011528,0.7029515619011528
Pair10,710230322,CD27_212_224,PIM,0.7029515619011528,0.7029515619011528
Pair10,710230322,CDK7_163_175,JNK,1.3843686696632695,1.3843686696632695
Pair10,710230322,CDK7_163_175,P38,1.3843686696632695,1.3843686696632695
Pair10,710230322,CDK7_163_175,PIM,1.3843686696632695,1.3843686696632695
Pair10,710230322,CENPA_1_14,PIM,0.5217778098697821,0.5217778098697821
Pair10,710230322,CREB1_126_138,PIM,0.31247903136848487,0.31247903136848487
Pair10,710230322,CSF1R_701_713,PIM,-0.0480408995419257,-0.0480408995419257
Pair10,710230322,DCX_49_61,ERK,0.10642205913615421,0.10642205913615421
Pair10,710230322,DCX_49_61,PIM,0.10642205913615421,0.10642205913615421
Pair10,710230322,DESP_2842_2854,P38,0,0
Pair10,710230322,DESP_2842_2854,PIM,0,0
Pair10,710230322,E1A_ADE05_212_224,P38,4.14059504414719,4.14059504414719
Pair10,710230322,EPB42_241_253,PIM,0.4127730269242931,0.4127730269242931
Pair10,710230322,ERBB2_679_691,PIM,0.11011212306016471,0.11011212306016471
Pair10,710230322,ESR1_160_172,PIM,1.453870965485455,1.453870965485455
Pair10,710230322,F263_454_466,ERK,0.7790910698388829,0.7790910698388829
Pair10,710230322,FIBA_569_581,ERK,0.17402939977504905,0.17402939977504905
Pair10,710230322,FIBA_569_581,JNK,0.17402939977504905,0.17402939977504905
Pair10,710230322,FIBA_569_581,PIM,0.17402939977504905,0.17402939977504905
Pair10,710230322,FOXO3_25_37,ERK,0.25155255942564647,0.25155255942564647
Pair10,710230322,FOXO3_25_37,P38,0.25155255942564647,0.25155255942564647
Pair10,710230322,FOXO3_25_37,PIM,0.25155255942564647,0.25155255942564647
Pair10,710230322,FRAP_2443_2455,PIM,0.8691525205403783,0.8691525205403783
Pair10,710230322,GPR6_349_361,ERK,0.032421477692377465,0.032421477692377465
Pair10,710230322,GPR6_349_361,JNK,0.032421477692377465,0.032421477692377465
Pair10,710230322,GPR6_349_361,P38,0.032421477692377465,0.032421477692377465
Pair10,710230322,GRIK2_708_720,PIM,0.938599455335857,0.938599455335857
Pair10,710230322,GSUB_61_73,ERK,0.2278675514025994,0.2278675514025994
Pair10,710230322,H2B1B_ 27_40,PIM,-0.08841605901933347,-0.08841605901933347
Pair10,710230322,H32_3_18,PIM,-0.29376284075894965,-0.29376284075894965
Pair10,710230322,IF4E_203_215,ERK,0.306301859737963,0.306301859737963
Pair10,710230322,IF4E_203_215,P38,0.306301859737963,0.306301859737963
Pair10,710230322,KAP2_92_104,ERK,0.8005057911413846,0.8005057911413846
Pair10,710230322,KAP2_92_104,PIM,0.8005057911413846,0.8005057911413846
Pair10,710230322,KAPCG_192_206,ERK,0.1733316028855616,0.1733316028855616
Pair10,710230322,KAPCG_192_206,PIM,0.1733316028855616,0.1733316028855616
Pair10,710230322,KCC2G_278_289,PIM,0.46373380778860884,0.46373380778860884
Pair10,710230322,KCNA2_442_454,JNK,0,0
Pair10,710230322,KCNA2_442_454,P38,0,0
Pair10,710230322,KCNA2_442_454,PIM,0,0
Pair10,710230322,KCNA6_504_516,ERK,1.6649618227863763,1.6649618227863763
Pair10,710230322,KCNA6_504_516,JNK,1.6649618227863763,1.6649618227863763
Pair10,710230322,KCNA6_504_516,PIM,1.6649618227863763,1.6649618227863763
Pair10,710230322,KS6A1_374_386,PIM,0.3367722730747351,0.3367722730747351
Pair10,710230322,LIPS_944_956,ERK,0.09650798085334644,0.09650798085334644
Pair10,710230322,LIPS_944_956,PIM,0.09650798085334644,0.09650798085334644
Pair10,710230322,MARCS_152_164,ERK,0.004707002677528216,0.004707002677528216
Pair10,710230322,MARCS_152_164,JNK,0.004707002677528216,0.004707002677528216
Pair10,710230322,MARCS_152_164,P38,0.004707002677528216,0.004707002677528216
Pair10,710230322,MARCS_160_172,ERK,0.29152535015787384,0.29152535015787384
Pair10,710230322,MARCS_160_172,JNK,0.29152535015787384,0.29152535015787384
Pair10,710230322,MARCS_160_172,P38,0.29152535015787384,0.29152535015787384
Pair10,710230322,MBP_222_234,ERK,0.40093596932715325,0.40093596932715325
Pair10,710230322,MBP_222_234,JNK,0.40093596932715325,0.40093596932715325
Pair10,710230322,MP2K1_287_299,ERK,-0.11706378548283691,-0.11706378548283691
Pair10,710230322,MP2K1_287_299,JNK,-0.11706378548283691,-0.11706378548283691
Pair10,710230322,MP2K1_287_299,P38,-0.11706378548283691,-0.11706378548283691
Pair10,710230322,MP2K1_287_299,PIM,-0.11706378548283691,-0.11706378548283691
Pair10,710230322,MPIP1_172_184,PIM,0.05374822766823062,0.05374822766823062
Pair10,710230322,MPIP3_208_220,ERK,0.0334969119880868,0.0334969119880868
Pair10,710230322,MPIP3_208_220,JNK,0.0334969119880868,0.0334969119880868
Pair10,710230322,MPIP3_208_220,P38,0.0334969119880868,0.0334969119880868
Pair10,710230322,NCF1_296_308,PIM,0.4484479145451141,0.4484479145451141
Pair10,710230322,NEK2_172_184,ERK,0.5717871119734226,0.5717871119734226
Pair10,710230322,NEK2_172_184,P38,0.5717871119734226,0.5717871119734226
Pair10,710230322,NEK3_158_170,ERK,0.7751849163966962,0.7751849163966962
Pair10,710230322,NFKB1_330_342,PIM,1.139162747671625,1.139162747671625
Pair10,710230322,NMDZ1_890_902,PIM,0.7064744018044564,0.7064744018044564
Pair10,710230322,NOS3_1171_1183,PIM,0.24200812925784287,0.24200812925784287
Pair10,710230322,NR4A1_344_356,PIM,0.17772977132897427,0.17772977132897427
Pair10,710230322,P53_12_24,ERK,0.46645457780534283,0.46645457780534283
Pair10,710230322,P53_12_24,JNK,0.46645457780534283,0.46645457780534283
Pair10,710230322,P53_12_24,P38,0.46645457780534283,0.46645457780534283
Pair10,710230322,PLM_76_88,PIM,0.19122440324276857,0.19122440324276857
Pair10,710230322,PP2AB_297_309,JNK,-0.6181293646563555,-0.6181293646563555
Pair10,710230322,PPR1A_28_40,JNK,0.39109428750350883,0.39109428750350883
Pair10,710230322,PPR1A_28_40,P38,0.39109428750350883,0.39109428750350883
Pair10,710230322,PRKDC_2618_2630,P38,0.4161911938952141,0.4161911938952141
Pair10,710230322,PRKDC_2618_2630,PIM,0.4161911938952141,0.4161911938952141
Pair10,710230322,PTK6_436_448,P38,0.21480924991738393,0.21480924991738393
Pair10,710230322,PTK6_436_448,PIM,0.21480924991738393,0.21480924991738393
Pair10,710230322,PTN12_32_44,PIM,0.4518478831314736,0.4518478831314736
Pair10,710230322,RADI_559_569,PIM,-0.24792751344358588,-0.24792751344358588
Pair10,710230322,RAF1_253_265,ERK,0.3455309941907836,0.3455309941907836
Pair10,710230322,RAF1_253_265,JNK,0.3455309941907836,0.3455309941907836
Pair10,710230322,RAF1_253_265,P38,0.3455309941907836,0.3455309941907836
Pair10,710230322,RAP1B_172_184,PIM,-0.022589011767684575,-0.022589011767684575
Pair10,710230322,RBL2_655_667,ERK,0.5396664150683099,0.5396664150683099
Pair10,710230322,RBL2_655_667,JNK,0.5396664150683099,0.5396664150683099
Pair10,710230322,RBL2_655_667,P38,0.5396664150683099,0.5396664150683099
Pair10,710230322,RBL2_655_667,PIM,0.5396664150683099,0.5396664150683099
Pair10,710230322,RB_242_254,ERK,0.273855465034214,0.273855465034214
Pair10,710230322,RB_242_254,P38,0.273855465034214,0.273855465034214
Pair10,710230322,RB_350_362,PIM,-0.21480924991738393,-0.21480924991738393
Pair10,710230322,RB_803_815,ERK,0.2777926853011241,0.2777926853011241
Pair10,710230322,RB_803_815,JNK,0.2777926853011241,0.2777926853011241
Pair10,710230322,RS6_228_240,PIM,0.718075700195286,0.718075700195286
Pair10,710230322,RYR1_4317_4329,PIM,0.6390777734967736,0.6390777734967736
Pair10,710230322,TAU_524_536,ERK,-0.1870855526004953,-0.1870855526004953
Pair10,710230322,TAU_524_536,JNK,-0.1870855526004953,-0.1870855526004953
Pair10,710230322,TAU_524_536,P38,-0.1870855526004953,-0.1870855526004953
Pair10,710230322,TAU_524_536,PIM,-0.1870855526004953,-0.1870855526004953
Pair10,710230322,TOP2A_1463_1475,PIM,0.7334669382730712,0.7334669382730712
Pair10,710230322,TY3H_65_77,PIM,0.5003001036517722,0.5003001036517722
Pair10,710230322,VASP_271_283,PIM,3.3300331445244176,3.3300331445244176
Pair10,710230322,YAP1_121_133,ERK,0.2667865406949015,0.2667865406949015
Pair10,710230322,YAP1_121_133,JNK,0.2667865406949015,0.2667865406949015
Pair10,710230322,YAP1_121_133,P38,0.2667865406949015,0.2667865406949015
Pair10,NA,IKKB_173_185_C179A,ERK,NA,NA
Pair10,NA,ELK1_356_368,ERK,NA,NA
Pair10,NA,MPH6_140_152,P38,NA,NA
Pair10,NA,MYC_51_63,ERK,NA,NA
Pair10,NA,RBL2_632_644,ERK,NA,NA
Pair10,NA,VASP_150_162,PIM,NA,NA
Pair10,NA,ATF2_47_59,ERK,NA,NA
Pair10,NA,CSK21_355_367,ERK,NA,NA
Pair10,NA,ELK1_410_422,ERK,NA,NA
Pair10,NA,FRAP_2475_2487,P38,NA,NA
Pair10,NA,KIF11_919_931,ERK,NA,NA
Pair10,NA,LMNB1_16_28,ERK,NA,NA
Pair10,NA,MK10_214_226,ERK,NA,NA
Pair10,NA,MYBB_513_525,ERK,NA,NA
Pair10,NA,PDE5A_95_107,ERK,NA,NA
Pair10,NA,TLE2_246_258,ERK,NA,NA
Pair10,NA,AKT1_301_313,ERK,NA,NA
Pair10,NA,ELK1_356_368,JNK,NA,NA
Pair10,NA,ELK1_410_422,JNK,NA,NA
Pair10,NA,IKBA_26_38,ERK,NA,NA
Pair10,NA,IKKB_686_698,ERK,NA,NA
Pair10,NA,KPB1_1011_1023,P38,NA,NA
Pair10,NA,LMNA_192_204,PIM,NA,NA
Pair10,NA,MP2K1_281_293,ERK,NA,NA
Pair10,NA,P53_308_323,ERK,NA,NA
Pair10,NA,PDPK1_27_39,ERK,NA,NA
Pair10,NA,RB_774_786,ERK,NA,NA
Pair10,NA,STMN2_90_102,PIM,NA,NA
Pair10,NA,BRCA1_1451_1463,ERK,NA,NA
