BioNavigator Version	6.3.67.0	PamGrid Version	QuantitationType	Median_SigmBg	Protocol file name	Image Analysis_STKDate	Thu, 20 May 2021 20:13:25 GMT
#REF		92.0	182.0	448.0	892.0	1746.0	94.0	186.0	461.0	918.0	1815.0	91.0	177.0	442.0	878.0	1746.0	90.0	185.0	450.0	914.0	1821.0	87.0	174.0	426.0	835.0	1694.0	85.0	176.0	429.0	878.0	1734.0	93.0	178.0	453.0	910.0	1786.0	89.0	184.0	451.0	905.0	1794.0	87.0	164.0	428.0	844.0	1666.0	83.0	172.0	425.0	842.0	1679.0	88.0	171.0	429.0	867.0	1720.0	88.0	178.0	429.0	915.0	1776.0
pTY3H_64_78		324.0	643.0	1561.0	3065.0	3578.0	248.0	492.0	1222.0	2454.0	3687.0	489.0	965.0	2393.0	3737.0	3500.0	498.0	996.0	2433.0	3738.0	3506.0	390.0	775.0	1897.0	3632.0	3438.0	353.0	694.0	1735.0	3396.0	3511.0	490.0	953.0	2365.0	3727.0	3459.0	334.0	657.0	1627.0	3175.0	3619.0	390.0	780.0	1900.0	3678.0	3370.0	433.0	855.0	2094.0	3723.0	3427.0	427.0	848.0	2107.0	3755.0	3522.0	411.0	818.0	2019.0	3711.0	3446.0
ATF2_47_59		-2.0	-2.0	0.0	-2.0	-8.0	-1.0	-1.0	-1.0	1.0	10.0	-1.0	0.0	-1.0	-4.0	-11.0	0.0	-1.0	-5.0	-10.0	-18.0	1.0	-2.0	-3.0	-4.0	-14.0	-1.0	-2.0	-3.0	-4.0	-8.0	1.0	0.0	-2.0	-2.0	-6.0	-1.0	0.0	-3.0	1.0	5.0	0.0	-2.0	-4.0	-6.0	-16.0	-1.0	-1.0	-3.0	-7.0	-12.0	0.0	-1.0	-2.0	1.0	-8.0	0.0	-1.0	-3.0	-7.0	-10.0
CDN1A_139_151		66.0	132.0	325.0	643.0	1270.0	16.0	29.0	72.0	142.0	281.0	148.0	298.0	731.0	1441.0	2842.0	202.0	403.0	991.0	1945.0	3718.0	98.0	197.0	479.0	953.0	1877.0	80.0	155.0	401.0	800.0	1580.0	142.0	279.0	688.0	1380.0	2705.0	62.0	122.0	304.0	613.0	1233.0	134.0	262.0	669.0	1300.0	2596.0	134.0	267.0	670.0	1321.0	2627.0	111.0	217.0	538.0	1075.0	2123.0	124.0	249.0	617.0	1217.0	2428.0
FIBA_569_581		0.0	0.0	1.0	1.0	5.0	0.0	1.0	3.0	3.0	8.0	0.0	1.0	4.0	5.0	10.0	-1.0	0.0	2.0	2.0	8.0	1.0	0.0	1.0	4.0	6.0	1.0	0.0	2.0	3.0	8.0	1.0	0.0	2.0	3.0	9.0	-1.0	1.0	3.0	2.0	6.0	-2.0	0.0	1.0	1.0	10.0	-2.0	0.0	2.0	3.0	7.0	0.0	1.0	1.0	4.0	8.0	0.0	1.0	2.0	4.0	7.0
IKKB_173_185_C179A		2.0	1.0	2.0	1.0	2.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0	1.0	4.0	-1.0	1.0	0.0	1.0	4.0	1.0	1.0	0.0	0.0	4.0	1.0	-1.0	1.0	2.0	3.0	-1.0	0.0	1.0	1.0	2.0	0.0	-1.0	2.0	3.0	2.0	-1.0	0.0	1.0	1.0	3.0	-1.0	1.0	1.0	2.0	3.0
LIPS_944_956		-1.0	1.0	2.0	3.0	6.0	0.0	0.0	2.0	5.0	7.0	0.0	-1.0	2.0	3.0	8.0	0.0	1.0	0.0	2.0	5.0	0.0	1.0	2.0	3.0	8.0	1.0	1.0	1.0	5.0	5.0	-1.0	0.0	2.0	5.0	7.0	0.0	1.0	1.0	3.0	4.0	1.0	1.0	0.0	4.0	5.0	1.0	0.0	1.0	2.0	7.0	2.0	0.0	1.0	3.0	5.0	1.0	0.0	2.0	3.0	3.0
MYBB_513_525		-1.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	1.0	4.0	-1.0	2.0	-1.0	-1.0	4.0	0.0	1.0	1.0	0.0	3.0	0.0	-1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	4.0	1.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	2.0
PLEK_106_118		2.0	6.0	20.0	39.0	72.0	2.0	7.0	14.0	26.0	56.0	13.0	26.0	67.0	137.0	277.0	14.0	28.0	77.0	153.0	307.0	6.0	14.0	36.0	69.0	141.0	6.0	12.0	28.0	56.0	115.0	13.0	27.0	67.0	137.0	273.0	4.0	8.0	18.0	38.0	77.0	9.0	20.0	51.0	106.0	208.0	12.0	24.0	59.0	120.0	235.0	9.0	17.0	47.0	94.0	191.0	8.0	16.0	41.0	85.0	174.0
RBL2_632_644		-1.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	-1.0	1.0	3.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	2.0	3.0	0.0	0.0	1.0	1.0	3.0	0.0	2.0	2.0	4.0	4.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	-2.0	0.0	3.0	-1.0	1.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	4.0	1.0	0.0	0.0	1.0	1.0
VIGLN_289_301		0.0	-1.0	2.0	3.0	4.0	0.0	2.0	1.0	1.0	5.0	1.0	0.0	2.0	3.0	4.0	0.0	1.0	2.0	2.0	3.0	1.0	1.0	1.0	2.0	3.0	0.0	0.0	0.0	2.0	3.0	1.0	1.0	0.0	2.0	4.0	0.0	1.0	1.0	2.0	5.0	-1.0	-1.0	1.0	2.0	3.0	0.0	-1.0	2.0	1.0	3.0	-1.0	1.0	1.0	2.0	4.0	0.0	1.0	2.0	3.0	3.0
GRIK2_708_720		1.0	1.0	2.0	4.0	10.0	1.0	2.0	3.0	6.0	11.0	2.0	3.0	4.0	9.0	18.0	1.0	4.0	3.0	10.0	14.0	1.0	3.0	5.0	8.0	16.0	2.0	1.0	4.0	8.0	12.0	2.0	1.0	6.0	11.0	25.0	0.0	0.0	0.0	5.0	10.0	2.0	2.0	3.0	7.0	12.0	2.0	1.0	5.0	4.0	11.0	-1.0	0.0	1.0	5.0	11.0	2.0	1.0	2.0	7.0	10.0
RADI_559_569		0.0	0.0	0.0	2.0	4.0	0.0	0.0	1.0	3.0	3.0	1.0	0.0	0.0	1.0	6.0	-1.0	1.0	0.0	2.0	6.0	0.0	0.0	2.0	3.0	6.0	0.0	2.0	0.0	2.0	5.0	1.0	2.0	1.0	4.0	6.0	2.0	-1.0	1.0	2.0	4.0	0.0	1.0	1.0	2.0	4.0	0.0	0.0	1.0	3.0	5.0	-1.0	0.0	1.0	2.0	3.0	1.0	0.0	1.0	2.0	6.0
ACM1_421_433		0.0	2.0	8.0	20.0	30.0	0.0	0.0	5.0	11.0	26.0	1.0	3.0	9.0	20.0	48.0	2.0	4.0	15.0	33.0	62.0	2.0	1.0	12.0	17.0	46.0	0.0	2.0	7.0	15.0	29.0	1.0	3.0	15.0	28.0	54.0	1.0	1.0	6.0	16.0	32.0	3.0	4.0	10.0	21.0	46.0	0.0	5.0	14.0	26.0	50.0	0.0	0.0	9.0	17.0	42.0	4.0	2.0	10.0	32.0	49.0
ATM_1972_1984		-1.0	1.0	1.0	-2.0	0.0	-1.0	0.0	-1.0	0.0	4.0	-1.0	-1.0	0.0	-1.0	-1.0	0.0	-3.0	0.0	-1.0	-2.0	0.0	-1.0	-2.0	0.0	1.0	0.0	1.0	-2.0	1.0	2.0	-1.0	-2.0	-2.0	-1.0	-1.0	1.0	-1.0	1.0	0.0	2.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	-2.0	0.0	-1.0	-1.0	0.0	1.0	-1.0	0.0	-2.0	-2.0	-4.0
CDN1B_151_163		1.0	0.0	0.0	1.0	0.0	0.0	-1.0	1.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	1.0	0.0	-1.0	-1.0	-2.0	-3.0	0.0	-1.0	0.0	-2.0	0.0	-1.0	-1.0	1.0	-1.0	0.0	0.0	1.0	-2.0	0.0	0.0	-1.0	-1.0	-1.0	1.0	2.0	-1.0	1.0	-2.0	1.0	-1.0	-1.0	-2.0	-2.0	-1.0	-3.0	1.0	1.0	2.0	-1.0	-2.0	-1.0	-1.0	0.0	0.0	-3.0
FOXO3_25_37		7.0	15.0	41.0	80.0	165.0	7.0	14.0	34.0	73.0	144.0	11.0	25.0	63.0	125.0	247.0	12.0	25.0	63.0	124.0	251.0	9.0	19.0	48.0	93.0	186.0	9.0	17.0	46.0	89.0	184.0	14.0	25.0	66.0	132.0	270.0	7.0	14.0	38.0	71.0	143.0	10.0	17.0	45.0	93.0	180.0	10.0	20.0	51.0	104.0	211.0	5.0	12.0	32.0	64.0	128.0	9.0	17.0	44.0	87.0	178.0
IKKB_686_698		0.0	1.0	-1.0	-2.0	1.0	0.0	-1.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	3.0	0.0	2.0	0.0	2.0	2.0	-1.0	1.0	1.0	1.0	-1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	-1.0	0.0	3.0	2.0	0.0	0.0	1.0	2.0	1.0	-2.0	0.0	2.0	1.0	2.0	0.0	1.0	2.0	1.0	2.0	-2.0	0.0	0.0	1.0	2.0
LMNA_192_204		-1.0	-1.0	1.0	0.0	3.0	-1.0	-1.0	1.0	2.0	2.0	1.0	0.0	1.0	2.0	3.0	-1.0	0.0	-1.0	1.0	2.0	-1.0	2.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	3.0	1.0	-1.0	0.0	1.0	4.0	-1.0	2.0	1.0	1.0	1.0	1.0	-1.0	0.0	1.0	3.0	0.0	1.0	0.0	1.0	3.0	-1.0	-1.0	0.0	2.0	1.0
MYC_51_63		0.0	1.0	2.0	1.0	4.0	0.0	0.0	1.0	4.0	4.0	-1.0	0.0	1.0	1.0	3.0	-1.0	1.0	1.0	3.0	4.0	1.0	1.0	2.0	2.0	3.0	-1.0	0.0	0.0	1.0	5.0	1.0	-1.0	-1.0	2.0	2.0	0.0	1.0	2.0	2.0	3.0	0.0	-2.0	0.0	2.0	3.0	-2.0	0.0	1.0	1.0	3.0	1.0	0.0	1.0	3.0	3.0	-1.0	1.0	1.0	1.0	2.0
PP2AB_297_309		-1.0	1.0	0.0	-1.0	3.0	-1.0	1.0	1.0	3.0	6.0	0.0	1.0	0.0	2.0	2.0	-1.0	2.0	2.0	2.0	4.0	1.0	1.0	-1.0	1.0	5.0	1.0	-2.0	2.0	3.0	5.0	1.0	0.0	1.0	3.0	4.0	2.0	0.0	0.0	2.0	4.0	0.0	0.0	2.0	3.0	5.0	-1.0	-2.0	1.0	1.0	3.0	1.0	1.0	1.0	2.0	3.0	2.0	0.0	0.0	2.0	3.0
RBL2_655_667		2.0	1.0	3.0	11.0	20.0	0.0	3.0	5.0	8.0	18.0	1.0	2.0	7.0	14.0	30.0	0.0	3.0	5.0	11.0	24.0	1.0	2.0	5.0	10.0	19.0	2.0	2.0	5.0	11.0	22.0	2.0	2.0	7.0	14.0	27.0	2.0	1.0	5.0	9.0	18.0	1.0	3.0	4.0	10.0	21.0	-1.0	2.0	5.0	12.0	20.0	0.0	2.0	4.0	10.0	20.0	-1.0	2.0	3.0	10.0	19.0
YAP1_121_133		1.0	2.0	-1.0	2.0	5.0	0.0	0.0	1.0	4.0	5.0	1.0	2.0	2.0	2.0	5.0	1.0	1.0	2.0	1.0	6.0	-1.0	0.0	1.0	3.0	5.0	0.0	1.0	2.0	2.0	4.0	0.0	0.0	3.0	2.0	4.0	0.0	1.0	2.0	2.0	5.0	1.0	0.0	1.0	3.0	4.0	0.0	0.0	1.0	3.0	4.0	0.0	1.0	1.0	3.0	5.0	-1.0	1.0	1.0	2.0	8.0
KAP2_92_104		4.0	3.0	12.0	22.0	46.0	3.0	5.0	11.0	18.0	42.0	4.0	9.0	20.0	35.0	69.0	4.0	7.0	17.0	36.0	72.0	1.0	4.0	15.0	30.0	58.0	2.0	6.0	17.0	33.0	64.0	3.0	8.0	18.0	35.0	73.0	3.0	4.0	10.0	20.0	37.0	3.0	5.0	15.0	25.0	52.0	4.0	7.0	14.0	29.0	59.0	2.0	3.0	9.0	18.0	34.0	1.0	4.0	8.0	17.0	36.0
RS6_228_240		1.0	2.0	1.0	4.0	10.0	0.0	1.0	2.0	6.0	11.0	2.0	3.0	5.0	9.0	21.0	1.0	2.0	3.0	10.0	21.0	-2.0	2.0	5.0	8.0	16.0	0.0	2.0	3.0	7.0	14.0	1.0	2.0	7.0	11.0	23.0	2.0	2.0	3.0	5.0	12.0	0.0	1.0	3.0	6.0	10.0	2.0	2.0	4.0	8.0	15.0	0.0	-1.0	2.0	3.0	12.0	0.0	1.0	2.0	4.0	9.0
ACM1_444_456		2.0	2.0	4.0	9.0	18.0	0.0	2.0	3.0	10.0	16.0	1.0	3.0	8.0	15.0	32.0	2.0	3.0	6.0	15.0	29.0	0.0	2.0	5.0	9.0	23.0	1.0	0.0	6.0	10.0	19.0	2.0	4.0	7.0	13.0	28.0	2.0	1.0	3.0	9.0	17.0	1.0	3.0	5.0	10.0	25.0	1.0	2.0	5.0	9.0	17.0	1.0	2.0	5.0	12.0	21.0	0.0	2.0	6.0	9.0	20.0
BAD_112_124		0.0	0.0	1.0	3.0	8.0	0.0	1.0	1.0	5.0	8.0	1.0	1.0	2.0	5.0	10.0	0.0	1.0	1.0	3.0	9.0	1.0	2.0	4.0	4.0	8.0	-1.0	1.0	2.0	2.0	5.0	0.0	1.0	3.0	4.0	8.0	-1.0	2.0	2.0	4.0	6.0	2.0	1.0	2.0	4.0	10.0	2.0	2.0	3.0	3.0	8.0	2.0	1.0	2.0	4.0	9.0	0.0	-1.0	2.0	0.0	8.0
CENPA_1_14		1.0	2.0	7.0	16.0	32.0	3.0	4.0	8.0	16.0	34.0	5.0	5.0	17.0	33.0	65.0	5.0	6.0	18.0	35.0	72.0	2.0	4.0	10.0	19.0	44.0	3.0	3.0	9.0	20.0	40.0	4.0	7.0	17.0	32.0	63.0	2.0	4.0	10.0	17.0	35.0	1.0	5.0	10.0	21.0	45.0	2.0	6.0	14.0	28.0	55.0	3.0	5.0	12.0	25.0	45.0	2.0	4.0	11.0	26.0	49.0
FRAP_2443_2455		1.0	1.0	2.0	3.0	7.0	0.0	2.0	2.0	4.0	7.0	1.0	2.0	1.0	6.0	9.0	-1.0	0.0	3.0	3.0	7.0	1.0	0.0	3.0	2.0	9.0	0.0	0.0	3.0	5.0	10.0	-1.0	0.0	0.0	2.0	7.0	0.0	0.0	1.0	3.0	5.0	1.0	0.0	0.0	3.0	5.0	-1.0	0.0	3.0	3.0	5.0	2.0	2.0	1.0	3.0	5.0	0.0	2.0	1.0	3.0	3.0
K6PL_766_778		-2.0	0.0	1.0	2.0	5.0	0.0	0.0	1.0	3.0	4.0	1.0	1.0	3.0	2.0	9.0	2.0	1.0	2.0	4.0	6.0	1.0	0.0	0.0	2.0	4.0	-1.0	-1.0	2.0	3.0	4.0	1.0	-1.0	1.0	2.0	5.0	1.0	1.0	1.0	4.0	6.0	2.0	1.0	1.0	3.0	6.0	-1.0	0.0	2.0	1.0	5.0	1.0	2.0	1.0	3.0	5.0	0.0	1.0	1.0	3.0	3.0
LMNB1_16_28		-1.0	1.0	2.0	2.0	3.0	0.0	0.0	-1.0	2.0	3.0	1.0	0.0	0.0	2.0	3.0	0.0	-2.0	0.0	2.0	2.0	1.0	-2.0	0.0	1.0	4.0	1.0	0.0	2.0	0.0	5.0	0.0	1.0	2.0	2.0	1.0	-1.0	0.0	-1.0	2.0	2.0	1.0	1.0	1.0	2.0	3.0	-1.0	1.0	1.0	1.0	4.0	1.0	0.0	2.0	1.0	2.0	1.0	-1.0	2.0	2.0	3.0
NEK2_172_184		1.0	1.0	4.0	5.0	15.0	0.0	1.0	4.0	6.0	15.0	2.0	1.0	4.0	9.0	20.0	1.0	2.0	4.0	7.0	16.0	1.0	2.0	3.0	6.0	13.0	1.0	2.0	3.0	6.0	13.0	3.0	1.0	3.0	6.0	16.0	0.0	2.0	2.0	6.0	13.0	0.0	1.0	5.0	8.0	13.0	0.0	0.0	2.0	4.0	10.0	0.0	1.0	4.0	5.0	13.0	0.0	1.0	1.0	6.0	13.0
PPR1A_28_40		12.0	24.0	63.0	129.0	263.0	12.0	27.0	66.0	129.0	260.0	18.0	36.0	94.0	186.0	373.0	18.0	37.0	90.0	184.0	363.0	16.0	29.0	78.0	152.0	300.0	14.0	29.0	76.0	154.0	303.0	19.0	38.0	94.0	190.0	375.0	12.0	23.0	56.0	114.0	235.0	13.0	26.0	71.0	137.0	286.0	17.0	34.0	80.0	167.0	317.0	14.0	28.0	76.0	148.0	293.0	13.0	29.0	75.0	151.0	305.0
RBL2_959_971		-1.0	0.0	1.0	2.0	4.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	2.0	1.0	4.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	3.0	2.0	1.0	1.0	-1.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	4.0	-1.0	0.0	1.0	1.0	3.0	0.0	1.0	-1.0	0.0	1.0	-1.0	1.0	0.0	1.0	1.0	0.0	1.0	-1.0	1.0	2.0
ADRB2_338_350		0.0	2.0	3.0	7.0	10.0	2.0	1.0	2.0	4.0	8.0	2.0	3.0	4.0	9.0	19.0	0.0	1.0	3.0	6.0	13.0	0.0	2.0	2.0	9.0	14.0	1.0	2.0	3.0	7.0	13.0	1.0	2.0	5.0	9.0	20.0	1.0	1.0	2.0	6.0	10.0	0.0	2.0	2.0	7.0	14.0	1.0	1.0	4.0	7.0	15.0	2.0	1.0	2.0	4.0	9.0	0.0	1.0	2.0	4.0	8.0
KCC2G_278_289		-1.0	1.0	3.0	5.0	7.0	-1.0	0.0	3.0	3.0	8.0	2.0	2.0	4.0	5.0	11.0	0.0	1.0	3.0	5.0	12.0	0.0	1.0	2.0	4.0	8.0	1.0	0.0	2.0	5.0	8.0	-1.0	1.0	2.0	3.0	8.0	0.0	1.0	2.0	5.0	7.0	1.0	1.0	1.0	4.0	8.0	2.0	1.0	3.0	4.0	8.0	0.0	1.0	1.0	6.0	10.0	-1.0	2.0	1.0	4.0	6.0
RYR1_4317_4329		0.0	2.0	5.0	9.0	20.0	0.0	-1.0	5.0	9.0	20.0	4.0	5.0	12.0	21.0	40.0	0.0	3.0	10.0	15.0	31.0	2.0	4.0	6.0	16.0	29.0	0.0	1.0	6.0	13.0	27.0	2.0	4.0	9.0	18.0	36.0	1.0	3.0	5.0	8.0	19.0	0.0	4.0	6.0	11.0	23.0	3.0	0.0	9.0	14.0	28.0	3.0	3.0	6.0	11.0	21.0	2.0	-1.0	5.0	7.0	18.0
ACM4_456_468		3.0	3.0	9.0	15.0	30.0	3.0	1.0	4.0	8.0	25.0	2.0	6.0	15.0	28.0	56.0	5.0	6.0	16.0	34.0	67.0	3.0	4.0	9.0	19.0	39.0	1.0	3.0	7.0	16.0	34.0	3.0	6.0	12.0	27.0	55.0	1.0	2.0	7.0	12.0	25.0	2.0	6.0	9.0	20.0	44.0	2.0	5.0	11.0	23.0	46.0	3.0	5.0	10.0	19.0	38.0	-1.0	4.0	8.0	17.0	37.0
BAD_69_81		0.0	1.0	1.0	5.0	10.0	0.0	0.0	2.0	5.0	11.0	0.0	2.0	4.0	8.0	14.0	1.0	2.0	1.0	6.0	15.0	1.0	1.0	4.0	6.0	13.0	1.0	1.0	2.0	4.0	10.0	0.0	2.0	3.0	6.0	16.0	0.0	1.0	2.0	4.0	11.0	0.0	1.0	2.0	7.0	12.0	0.0	1.0	1.0	4.0	9.0	-1.0	0.0	3.0	5.0	11.0	0.0	1.0	1.0	3.0	9.0
COF1_17_29		-1.0	1.0	1.0	1.0	0.0	2.0	1.0	3.0	2.0	3.0	1.0	-2.0	1.0	0.0	4.0	2.0	2.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	3.0	0.0	0.0	1.0	2.0	3.0	-1.0	0.0	1.0	0.0	1.0	0.0	-1.0	-2.0	0.0	2.0	1.0	0.0	0.0	1.0	2.0	-2.0	0.0	1.0	1.0	3.0	0.0	1.0	0.0	3.0	3.0	0.0	0.0	0.0	2.0	2.0
FRAP_2475_2487		0.0	0.0	0.0	1.0	1.0	2.0	-1.0	0.0	2.0	2.0	2.0	2.0	0.0	0.0	3.0	-1.0	0.0	0.0	1.0	2.0	1.0	-1.0	0.0	0.0	1.0	0.0	1.0	-1.0	2.0	3.0	1.0	-1.0	1.0	2.0	1.0	0.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	3.0	3.0	0.0	-1.0	1.0	2.0	3.0	1.0	0.0	1.0	3.0	2.0	0.0	0.0	0.0	1.0	4.0
KAPCG_192_206		0.0	2.0	1.0	4.0	10.0	1.0	2.0	1.0	4.0	7.0	-1.0	0.0	2.0	5.0	13.0	-1.0	0.0	4.0	5.0	11.0	-1.0	1.0	3.0	7.0	8.0	0.0	3.0	3.0	5.0	8.0	1.0	0.0	2.0	6.0	10.0	-2.0	1.0	3.0	4.0	8.0	0.0	1.0	1.0	4.0	9.0	2.0	1.0	2.0	6.0	10.0	-1.0	1.0	3.0	3.0	9.0	1.0	2.0	4.0	5.0	8.0
