Kinase,Score,dataset,rank,quartile
PFTAIRE1,0.340168034655928,R3C1P1,49,2
DAPK1,0.334420021944497,R3C1P1,50,2
CDKL1,0.312625826994948,R3C1P1,51,2
MSK2,0.295849483160201,R3C1P1,52,2
RSK2,0.295849483160201,R3C1P1,53,3
CDK9,0.259637310505756,R3C1P1,54,3
SgK307,0.259637310505756,R3C1P1,55,3
DYRK1A,0.240479980675828,R3C1P1,56,3
DCAMKL1,0.214754215660385,R3C1P1,57,3
IKK[epsilon],0.214670164989233,R3C1P1,58,3
MAPKAPK3,0.211831628858832,R3C1P1,59,3
CDK6,0.18309616062434,R3C1P1,60,3
TBK1,0.139063379299906,R3C1P1,61,3
TNIK/ZC2,0.138469286841199,R3C1P1,62,3
SGK2,0.137868620686963,R3C1P1,63,3
PKN1/PRK1,0.136677139879544,R3C1P1,64,3
CK1[epsilon],0.134303940083929,R3C1P1,65,3
CDK4,0.129596094720973,R3C1P1,66,3
CDKL5,0.12211743734473,R3C1P1,67,3
ANP[alpha],0.110138278741812,R3C1P1,68,3
CHK1,0.106793246940152,R3C1P1,69,3
CDK7,0.105683937315562,R3C1P1,70,3
MAPKAPK2,0.103473782510445,R3C1P1,71,3
CK1[alpha],0.0893755951107988,R3C1P1,72,3
ICK,0.0851281824599496,R3C1P1,73,3
CaMK2[alpha],0.0809219076239261,R3C1P1,74,3
HGK/ZC1,0.0746879085003505,R3C1P1,75,3
p38[beta],0.0706003103258225,R3C1P1,76,3
PFTAIRE2,0.0705810742857073,R3C1P1,77,3
p38[gamma],0.0695604052332999,R3C1P1,78,4
PRKY,0.0665127121512946,R3C1P1,79,4
CK1[delta],0.0644927341752872,R3C1P1,80,4
GSK3[alpha],0.0594835150674328,R3C1P1,81,4
CDKL3,0.058488567365597,R3C1P1,82,4
PDHK1,0.051587034221399,R3C1P1,83,4
CDKL2,0.0457585628953769,R3C1P1,84,4
COT,0.0457574905606751,R3C1P1,85,4
ERK7,0.0447934624580583,R3C1P1,86,4
CDK11,0.0428718023231869,R3C1P1,87,4
GSK3[beta],0.0419141514789149,R3C1P1,88,4
AlphaK1,0.0419141514789149,R3C1P1,89,4
CDK5,0.0159229660971692,R3C1P1,90,4
CDK3,0.0150228735845067,R3C1P1,91,4
ERK5,0.0105501823333082,R3C1P1,92,4
DAPK2,0.00877392430750515,R3C1P1,93,4
ERK2,0.00788851221305034,R3C1P1,94,4
ERK1,0.00524305541237188,R3C1P1,95,4
JNK2,0.00524305541237188,R3C1P1,96,4
CDC2/CDK1,0.00436480540245009,R3C1P1,97,4
MAPK14,0.00348832784582135,R3C1P1,98,4
CDK2,8.6945871262889e-4,R3C1P1,99,4
JNK1,8.6945871262889e-4,R3C1P1,100,4
JNK3,8.6945871262889e-4,R3C1P1,101,4
p38[delta],0,R3C1P1,102,4
PKC[alpha],2.22184874961636,R3C1P2,1,1
PKA[alpha],2.22184874961636,R3C1P2,2,1
CaMK2[alpha],1.69897000433602,R3C1P2,3,1
PKC[theta],1.3767507096021,R3C1P2,4,1
AMPK[alpha]1,1.3767507096021,R3C1P2,5,1
PKC[gamma],1.33724216831843,R3C1P2,6,1
Pim1,1.33724216831843,R3C1P2,7,1
PKC[eta],1.31875876262441,R3C1P2,8,1
RSK2,1.26760624017703,R3C1P2,9,1
PRKX,1.19382002601611,R3C1P2,10,1
PKG1,1.18045606445813,R3C1P2,11,1
Pim2,1.09691001300806,R3C1P2,12,1
PKC[delta],1.08618614761628,R3C1P2,13,1
ROCK2,1.03621217265444,R3C1P2,14,1
PKC[epsilon],1,R3C1P2,15,1
Pim3,1,R3C1P2,16,1
PKG2,0.913640169325252,R3C1P2,17,1
PKC[zeta],0.853871964321762,R3C1P2,18,1
PKC[beta],0.84163750790475,R3C1P2,19,1
p70S6K[beta],0.75448733218585,R3C1P2,20,1
Akt1/PKB[alpha],0.721246399047171,R3C1P2,21,1
RSKL1,0.698991720145923,R3C1P2,22,1
SGK2,0.681936665037238,R3C1P2,23,1
CDK10,0.673664139071249,R3C1P2,24,1
PFTAIRE1,0.638419989347865,R3C1P2,25,1
IKK[beta],0.616184634019569,R3C1P2,26,1
p70S6K,0.59516628338006194,R3C1P2,27,2
CK1[delta],0.537602002101044,R3C1P2,28,2
NuaK1,0.474038041976947,R3C1P2,29,2
PKN1/PRK1,0.46344155742847,R3C1P2,30,2
CaMK4,0.450996737974212,R3C1P2,31,2
PKC[iota],0.44855000202712503,R3C1P2,32,2
SGK1,0.446116973356126,R3C1P2,33,2
GSK3[beta],0.431798275933005,R3C1P2,34,2
p38[gamma],0.429457060118102,R3C1P2,35,2
Akt2/PKB[beta],0.417936637088291,R3C1P2,36,2
RSKL2,0.409627482646674,R3C1P2,37,2
AlphaK1,0.378823718224965,R3C1P2,38,2
GSK3[alpha],0.374687549038326,R3C1P2,39,2
ADCK3,0.372634143407267,R3C1P2,40,2
DCAMKL1,0.372045498154093,R3C1P2,41,2
DAPK2,0.344861565188618,R3C1P2,42,2
TBK1,0.342944147142896,R3C1P2,43,2
RSK1/p90RSK,0.313363730737707,R3C1P2,44,2
CK1[epsilon],0.301029995663981,R3C1P2,45,2
PRKY,0.285670240254767,R3C1P2,46,2
CK2[alpha]1,0.282329496997738,R3C1P2,47,2
CHK2,0.279014255846261,R3C1P2,48,2
MSK1,0.254925208417942,R3C1P2,49,2
CDK6,0.2518119729938,R3C1P2,50,2
RSK3,0.242603971206976,R3C1P2,51,2
HGK/ZC1,0.239577516576788,R3C1P2,52,2
CDK11,0.233587152887601,R3C1P2,53,3
AurB/Aur1,0.229147988357856,R3C1P2,54,3
MSK2,0.224753740259764,R3C1P2,55,3
IKK[epsilon],0.217527375833714,R3C1P2,56,3
CDK4,0.210419287835575,R3C1P2,57,3
CDKL3,0.207608310501746,R3C1P2,58,3
ERK7,0.207608310501746,R3C1P2,59,3
PDHK1,0.159893905543242,R3C1P2,60,3
PDK1,0.156144577376839,R3C1P2,61,3
ROCK1,0.156144577376839,R3C1P2,62,3
JNK1,0.153662887870195,R3C1P2,63,3
JNK3,0.152427340857888,R3C1P2,64,3
PKD1,0.149966742310231,R3C1P2,65,3
CDK3,0.1438755557577,R3C1P2,66,3
ERK5,0.1438755557577,R3C1P2,67,3
CDKL2,0.141044976162158,R3C1P2,68,3
RAF1,0.139063379299906,R3C1P2,69,3
CDK9,0.134303940083929,R3C1P2,70,3
p38[delta],0.131943638176958,R3C1P2,71,3
mTOR/FRAP,0.130768280269024,R3C1P2,72,3
CDKL5,0.124944913328779,R3C1P2,73,3
PCTAIRE2,0.1249387366083,R3C1P2,74,3
AurA/Aur2,0.120330794367946,R3C1P2,75,3
PAK1,0.115771230367396,R3C1P2,76,3
CHK1,0.113509274827518,R3C1P2,77,3
PFTAIRE2,0.110138278741812,R3C1P2,78,4
CDK7,0.106793246940152,R3C1P2,79,4
p38[beta],0.106536312444525,R3C1P2,80,4
DAPK3,0.0990869322623309,R3C1P2,81,4
MAPKAPK2,0.0893755951107988,R3C1P2,82,4
DYRK1A,0.0856597423157806,R3C1P2,83,4
CDK2,0.0851281824599496,R3C1P2,84,4
MAPKAPK3,0.0788339493622613,R3C1P2,85,4
JNK2,0.0757207139381184,R3C1P2,86,4
CDKL1,0.0646342244625226,R3C1P2,87,4
ICK,0.0644927341752872,R3C1P2,88,4
ERK1,0.0535477349869269,R3C1P2,89,4
TNIK/ZC2,0.0511051080955046,R3C1P2,90,4
DAPK1,0.0481902483397286,R3C1P2,91,4
COT,0.0457574905606751,R3C1P2,92,4
SgK307,0.0381045263321496,R3C1P2,93,4
CK1[alpha],0.0305840876460186,R3C1P2,94,4
ATR,0.0231916626619338,R3C1P2,95,4
ERK2,0.0213630516155257,R3C1P2,96,4
MAPK14,0.0177287669604316,R3C1P2,97,4
CDC2/CDK1,0.0141246426916063,R3C1P2,98,4
ANP[alpha],0.0123337350737254,R3C1P2,99,4
CDK5,0.00966114521239857,R3C1P2,100,4
ARAF,0.00174066157630127,R3C1P2,101,4
BRAF,0.00174066157630127,R3C1P2,102,4
PKA[alpha],1.69897000433602,R3C2P3,1,1
Akt2/PKB[beta],1.52287874528034,R3C2P3,2,1
PKC[delta],1.42021640338319,R3C2P3,3,1
ANP[alpha],1.2518119729938,R3C2P3,4,1
SGK2,0.958607314841775,R3C2P3,5,1
PKC[theta],0.913640169325252,R3C2P3,6,1
TNIK/ZC2,0.783163076681469,R3C2P3,7,1
RSK2,0.712198270069774,R3C2P3,8,1
RSKL2,0.706481441128272,R3C2P3,9,1
MSK1,0.703334809738469,R3C2P3,10,1
HGK/ZC1,0.698970004336019,R3C2P3,11,1
Akt1/PKB[alpha],0.698970004336019,R3C2P3,12,1
Pim1,0.677780705266081,R3C2P3,13,1
CDK10,0.669586226650809,R3C2P3,14,1
PKC[iota],0.59516628338006194,R3C2P3,15,1
PRKY,0.58838029403677,R3C2P3,16,1
CaMK4,0.543633966870957,R3C2P3,17,1
PKC[epsilon],0.531652669587843,R3C2P3,18,1
PKC[eta],0.519993057042849,R3C2P3,19,1
SGK1,0.51427857351842,R3C2P3,20,1
PKN1/PRK1,0.51427857351842,R3C2P3,21,1
GSK3[beta],0.505845405981557,R3C2P3,22,1
CaMK2[alpha],0.494850021680094,R3C2P3,23,1
ROCK2,0.46980219134004497,R3C2P3,24,1
PKG2,0.465973893943865,R3C2P3,25,1
Pim3,0.46344155742847,R3C2P3,26,2
PKC[alpha],0.438898616350944,R3C2P3,27,2
PKC[zeta],0.424812155072339,R3C2P3,28,2
PKC[beta],0.422508200162775,R3C2P3,29,2
COT,0.413412695328245,R3C2P3,30,2
CDK7,0.411168274405793,R3C2P3,31,2
CDKL2,0.401243939947536,R3C2P3,32,2
CDK11,0.38933983691012,R3C2P3,33,2
PKC[gamma],0.387216143280265,R3C2P3,34,2
ADCK3,0.31695296176115,R3C2P3,35,2
CDKL1,0.310619412341813,R3C2P3,36,2
CDK6,0.309803919971486,R3C2P3,37,2
RSK3,0.294136287716081,R3C2P3,38,2
PCTAIRE2,0.285670240254767,R3C2P3,39,2
p70S6K,0.279014255846261,R3C2P3,40,2
CK2[alpha]1,0.275724130399211,R3C2P3,41,2
RSK1/p90RSK,0.274088367704952,R3C2P3,42,2
CDK4,0.267606240177031,R3C2P3,43,2
DCAMKL1,0.249421053982358,R3C2P3,44,2
IKK[beta],0.233587152887601,R3C2P3,45,2
DAPK1,0.224245724707523,R3C2P3,46,2
CDKL5,0.22187046542626,R3C2P3,47,2
AMPK[alpha]1,0.218963061378868,R3C2P3,48,2
NuaK1,0.210476521311642,R3C2P3,49,2
PRKX,0.197910742118267,R3C2P3,50,2
GSK3[alpha],0.196542884351586,R3C2P3,51,3
CHK2,0.188424994129407,R3C2P3,52,3
p38[gamma],0.188424994129407,R3C2P3,53,3
Pim2,0.187086643357144,R3C2P3,54,3
AurB/Aur1,0.1791420105603,R3C2P3,55,3
RAF1,0.164943898279884,R3C2P3,56,3
PKG1,0.163675884293248,R3C2P3,57,3
MAPKAPK2,0.159893905543242,R3C2P3,58,3
CDK3,0.148741651280925,R3C2P3,59,3
p70S6K[beta],0.148741651280925,R3C2P3,60,3
DAPK2,0.13787025958972501,R3C2P3,61,3
PKD1,0.118045028660399,R3C2P3,62,3
CHK1,0.11690664142431,R3C2P3,63,3
AlphaK1,0.115824528570269,R3C2P3,64,3
CDC2/CDK1,0.0990869322623309,R3C2P3,65,3
ARAF,0.0958256317158365,R3C2P3,66,3
BRAF,0.0936649581949093,R3C2P3,67,3
CDK9,0.0915149811213502,R3C2P3,68,3
PDHK1,0.0915149811213502,R3C2P3,69,3
ERK1,0.0904439707588247,R3C2P3,70,3
ROCK1,0.0904439707588247,R3C2P3,71,3
DAPK3,0.0893755951107988,R3C2P3,72,3
CDK2,0.0893755951107988,R3C2P3,73,3
CK1[delta],0.0893755951107988,R3C2P3,74,3
MAPKAPK3,0.0851281824599496,R3C2P3,75,4
p38[beta],0.0804143848363039,R3C2P3,76,4
IKK[epsilon],0.0798766737092761,R3C2P3,77,4
mTOR/FRAP,0.0716041477432862,R3C2P3,78,4
DYRK1A,0.069053654804277,R3C2P3,79,4
CK1[alpha],0.0655015487564323,R3C2P3,80,4
PAK1,0.0644927341752872,R3C2P3,81,4
PFTAIRE2,0.0614802748235081,R3C2P3,82,4
MAPK14,0.0594835150674328,R3C2P3,83,4
p38[delta],0.0555173278498314,R3C2P3,84,4
CK1[epsilon],0.0476919903378748,R3C2P3,85,4
RSKL1,0.0438315695246367,R3C2P3,86,4
ATR,0.0428718023231869,R3C2P3,87,4
ERK2,0.0400051616715838,R3C2P3,88,4
SgK307,0.0381045263321496,R3C2P3,89,4
TBK1,0.0268721464003014,R3C2P3,90,4
CDK5,0.0250280057019311,R3C2P3,91,4
JNK2,0.0177287669604316,R3C2P3,92,4
ERK5,0.0159229660971692,R3C2P3,93,4
ICK,0.0114410431213845,R3C2P3,94,4
JNK1,0.0105501823333082,R3C2P3,95,4
JNK3,0.00966114521239857,R3C2P3,96,4
AurA/Aur2,0.00788851221305034,R3C2P3,97,4
ERK7,0.00174066157630127,R3C2P3,98,4
HGK/ZC1,2,R3C2P4,1,1
RSK3,1.42021640338319,R3C2P4,2,1
mTOR/FRAP,1.30102999566398,R3C2P4,3,1
TBK1,1.13076828026902,R3C2P4,4,1
CaMK2[alpha],1.11918640771921,R3C2P4,5,1
TNIK/ZC2,1.07572071393812,R3C2P4,6,1
AurA/Aur2,1.0268721464003,R3C2P4,7,1
PKD1,1.01772876696043,R3C2P4,8,1
DAPK1,0.938728237965623,R3C2P4,9,1
CDK9,0.920818753952375,R3C2P4,10,1
CDKL2,0.896209742617284,R3C2P4,11,1
ANP[alpha],0.823908740944319,R3C2P4,12,1
PFTAIRE2,0.823908740944319,R3C2P4,13,1
RAF1,0.812479279163537,R3C2P4,14,1
JNK1,0.812479279163537,R3C2P4,15,1
PAK1,0.806875401645538,R3C2P4,16,1
DYRK1A,0.787820568704836,R3C2P4,17,1
JNK3,0.774690718274137,R3C2P4,18,1
MSK1,0.764471553092451,R3C2P4,19,1
RSKL2,0.758791904626401,R3C2P4,20,1
p38[delta],0.673664139071249,R3C2P4,21,1
Akt2/PKB[beta],0.673664139071249,R3C2P4,22,1
ARAF,0.665546248849069,R3C2P4,23,1
BRAF,0.665546248849069,R3C2P4,24,1
ROCK2,0.654282423927969,R3C2P4,25,1
MAPKAPK2,0.638272163982407,R3C2P4,26,2
Pim2,0.6345120151091,R3C2P4,27,2
CK1[delta],0.575118363368933,R3C2P4,28,2
JNK2,0.571865205971211,R3C2P4,29,2
PRKY,0.568636235841013,R3C2P4,30,2
AurB/Aur1,0.519993057042849,R3C2P4,31,2
CDK7,0.453457336521869,R3C2P4,32,2
ERK7,0.453457336521869,R3C2P4,33,2
ADCK3,0.441291429466834,R3C2P4,34,2
DAPK2,0.433102849697744,R3C2P4,35,2
CDK4,0.422508200162775,R3C2P4,36,2
CDK5,0.413412695328245,R3C2P4,37,2
PKC[theta],0.408935392973501,R3C2P4,38,2
DCAMKL1,0.402354669944515,R3C2P4,39,2
CDK11,0.400116927926312,R3C2P4,40,2
Pim3,0.38933983691012,R3C2P4,41,2
p70S6K,0.387216143280265,R3C2P4,42,2
MAPK14,0.387216143280265,R3C2P4,43,2
CDC2/CDK1,0.360513510731414,R3C2P4,44,2
Pim1,0.35261702988538,R3C2P4,45,2
PKC[epsilon],0.348721986001856,R3C2P4,46,2
RSK1/p90RSK,0.335358024443874,R3C2P4,47,2
ATR,0.333482019445119,R3C2P4,48,2
p70S6K[beta],0.33161408331,R3C2P4,49,2
IKK[epsilon],0.318758762624413,R3C2P4,50,2
PKG2,0.315154638355588,R3C2P4,51,3
ROCK1,0.311580177997289,R3C2P4,52,3
Akt1/PKB[alpha],0.299296282854981,R3C2P4,53,3
CDK3,0.297569463554475,R3C2P4,54,3
SgK307,0.287350298372789,R3C2P4,55,3
PKC[zeta],0.285670240254767,R3C2P4,56,3
CK1[epsilon],0.272458742971444,R3C2P4,57,3
PCTAIRE2,0.269217724333611,R3C2P4,58,3
PKC[iota],0.266000713461613,R3C2P4,59,3
CDK2,0.262807357295263,R3C2P4,60,3
AlphaK1,0.242145185915138,R3C2P4,61,3
ERK5,0.22767829327708,R3C2P4,62,3
p38[gamma],0.223298816011589,R3C2P4,63,3
PKN1/PRK1,0.209011524911184,R3C2P4,64,3
ICK,0.209011524911184,R3C2P4,65,3
CaMK4,0.206209615309181,R3C2P4,66,3
SGK1,0.199282921717615,R3C2P4,67,3
CDKL5,0.19567281124395,R3C2P4,68,3
PKC[alpha],0.188424994129407,R3C2P4,69,3
SGK2,0.180456064458131,R3C2P4,70,3
GSK3[beta],0.1791420105603,R3C2P4,71,3
CDK6,0.158640529545145,R3C2P4,72,3
PRKX,0.153662887870195,R3C2P4,73,3
PKC[eta],0.152427340857888,R3C2P4,74,3
CDK10,0.145086977692144,R3C2P4,75,4
GSK3[alpha],0.139063379299906,R3C2P4,76,4
ERK1,0.137868620686963,R3C2P4,77,4
CHK2,0.135488918941608,R3C2P4,78,4
PKC[gamma],0.135488918941608,R3C2P4,79,4
AMPK[alpha]1,0.123782159408358,R3C2P4,80,4
DAPK3,0.113509274827518,R3C2P4,81,4
IKK[beta],0.10790539730952,R3C2P4,82,4
ERK2,0.102372908709559,R3C2P4,83,4
p38[beta],0.101775280877076,R3C2P4,84,4
COT,0.100179497572904,R3C2P4,85,4
RSK2,0.0990869322623309,R3C2P4,86,4
PKA[alpha],0.0915149811213502,R3C2P4,87,4
PKC[delta],0.0893755951107988,R3C2P4,88,4
RSKL1,0.0867164219724802,R3C2P4,89,4
PKG1,0.0851281824599496,R3C2P4,90,4
MAPKAPK3,0.073657553374345,R3C2P4,91,4
CDKL1,0.0506494732759778,R3C2P4,92,4
CK1[alpha],0.0506099933550872,R3C2P4,93,4
PKC[beta],0.0241088635982073,R3C2P4,94,4
CHK1,0.0231916626619338,R3C2P4,95,4
PDHK1,0.0195421077238999,R3C2P4,96,4
NuaK1,0.0163758202724691,R3C2P4,97,4
CK2[alpha]1,0,R3C2P4,98,4
AMPK[alpha]1,1.92081875395238,R3C3P5,1,1
Akt1/PKB[alpha],0.98296666070122,R3C3P5,2,1
PDHK1,0.749579997691106,R3C3P5,3,1
CK1[alpha],0.744727494896694,R3C3P5,4,1
GSK3[beta],0.71669877129645,R3C3P5,5,1
ATR,0.677780705266081,R3C3P5,6,1
CK1[delta],0.657577319177794,R3C3P5,7,1
RSKL2,0.633964029500067,R3C3P5,8,1
CDK5,0.630784142589857,R3C3P5,9,1
CDKL2,0.616243967920054,R3C3P5,10,1
SGK1,0.559090917934782,R3C3P5,11,1
CK2[alpha]1,0.559090917934782,R3C3P5,12,1
CHK2,0.546681659952962,R3C3P5,13,1
PDK1,0.540607512240769,R3C3P5,14,1
PKC[beta],0.505845405981557,R3C3P5,15,1
CK1[epsilon],0.494850021680094,R3C3P5,16,1
RSKL1,0.472417905119914,R3C3P5,17,1
CDK3,0.443697499232713,R3C3P5,18,1
PKG1,0.431798275933005,R3C3P5,19,1
SgK307,0.424812155072339,R3C3P5,20,1
JNK1,0.42021640338319,R3C3P5,21,1
JNK3,0.413412695328245,R3C3P5,22,1
PCTAIRE2,0.393618634889395,R3C3P5,23,1
CDK2,0.372634143407267,R3C3P5,24,1
PKG2,0.370590400897281,R3C3P5,25,1
JNK2,0.356547323513813,R3C3P5,26,2
p38[gamma],0.350665141287858,R3C3P5,27,2
DAPK1,0.34506998640295,R3C3P5,28,2
PKC[eta],0.344861565188618,R3C3P5,29,2
p70S6K[beta],0.335358024443874,R3C3P5,30,2
ERK5,0.320572103387881,R3C3P5,31,2
Pim2,0.301029995663981,R3C3P5,32,2
CDK4,0.294136287716081,R3C3P5,33,2
PKA[alpha],0.294136287716081,R3C3P5,34,2
PKC[delta],0.267606240177031,R3C3P5,35,2
ERK2,0.266000713461613,R3C3P5,36,2
DYRK1A,0.265200906881717,R3C3P5,37,2
ROCK2,0.262996823532701,R3C3P5,38,2
MAPK14,0.254925208417942,R3C3P5,39,2
Akt2/PKB[beta],0.2518119729938,R3C3P5,40,2
ERK1,0.242603971206976,R3C3P5,41,2
CDK10,0.239577516576788,R3C3P5,42,2
TBK1,0.238072161579471,R3C3P5,43,2
HGK/ZC1,0.232102383981909,R3C3P5,44,2
p38[delta],0.224753740259764,R3C3P5,45,2
RAF1,0.223298816011589,R3C3P5,46,2
ROCK1,0.216096420727265,R3C3P5,47,2
AurB/Aur1,0.20342566678957,R3C3P5,48,2
IKK[beta],0.196542884351586,R3C3P5,49,2
PRKY,0.18575240426808,R3C3P5,50,2
PKC[iota],0.18309616062434,R3C3P5,51,3
RSK3,0.180456064458131,R3C3P5,52,3
ANP[alpha],0.177831920631982,R3C3P5,53,3
SGK2,0.173925197299174,R3C3P5,54,3
CDKL3,0.17134010346468,R3C3P5,55,3
Pim1,0.170053304058364,R3C3P5,56,3
PKC[epsilon],0.159893905543242,R3C3P5,57,3
p70S6K,0.156144577376839,R3C3P5,58,3
CHK1,0.141462802430361,R3C3P5,59,3
CDK7,0.137868620686963,R3C3P5,60,3
PFTAIRE2,0.129596094720973,R3C3P5,61,3
DAPK3,0.123782159408358,R3C3P5,62,3
COT,0.122628654130226,R3C3P5,63,3
IKK[epsilon],0.120330794367946,R3C3P5,64,3
PRKX,0.111259039317107,R3C3P5,65,3
PKC[gamma],0.103473782510445,R3C3P5,66,3
ADCK3,0.103473782510445,R3C3P5,67,3
Pim3,0.0979971086492706,R3C3P5,68,3
NuaK1,0.0947452949553729,R3C3P5,69,3
CDC2/CDK1,0.0947439512515487,R3C3P5,70,3
PKC[alpha],0.0925886392254138,R3C3P5,71,3
CDK9,0.0904439707588247,R3C3P5,72,3
ERK7,0.0777937225609836,R3C3P5,73,3
RSK1/p90RSK,0.0767559813697235,R3C3P5,74,3
MAPKAPK3,0.0705810742857073,R3C3P5,75,4
MSK1,0.0655015487564323,R3C3P5,76,4
PKC[zeta],0.0655015487564323,R3C3P5,77,4
mTOR/FRAP,0.0574958938319193,R3C3P5,78,4
CDK11,0.0574958938319193,R3C3P5,79,4
CaMK2[alpha],0.0545314148681803,R3C3P5,80,4
CaMK4,0.0525662781129492,R3C3P5,81,4
DAPK2,0.0496351456238769,R3C3P5,82,4
PKD1,0.0467236633326956,R3C3P5,83,4
AlphaK1,0.0424373269292635,R3C3P5,84,4
CDKL5,0.0414679179935702,R3C3P5,85,4
TNIK/ZC2,0.0395294829688762,R3C3P5,86,4
GSK3[alpha],0.0287241512618947,R3C3P5,87,4
PKC[theta],0.0277971616209356,R3C3P5,88,4
AurA/Aur2,0.0268721464003014,R3C3P5,89,4
PAK1,0.0268721464003014,R3C3P5,90,4
p38[beta],0.0255080876927161,R3C3P5,91,4
CDK6,0.0241088635982073,R3C3P5,92,4
CDKL1,0.0213668851929169,R3C3P5,93,4
MAPKAPK2,0.0186344909214556,R3C3P5,94,4
RSK2,0.0132282657337552,R3C3P5,95,4
ARAF,0.00788851221305034,R3C3P5,96,4
BRAF,0.00788851221305034,R3C3P5,97,4
PKN1/PRK1,0.00348832784582135,R3C3P5,98,4
CaMK4,1.69897000433602,R3C3P6,1,1
PKA[alpha],1.65757731917779,R3C3P6,2,1
PKC[alpha],1.46852108295774,R3C3P6,3,1
PKC[delta],1.44369749923271,R3C3P6,4,1
PKC[theta],1.22184874961636,R3C3P6,5,1
CHK2,1.15490195998574,R3C3P6,6,1
PKG1,1.13076828026902,R3C3P6,7,1
PKC[gamma],0.906578314837765,R3C3P6,8,1
AMPK[alpha]1,0.847711655616944,R3C3P6,9,1
PDK1,0.84163750790475,R3C3P6,10,1
PKC[epsilon],0.806875401645538,R3C3P6,11,1
ADCK3,0.790484985457369,R3C3P6,12,1
ROCK2,0.718972585171811,R3C3P6,13,1
PKG2,0.686132779630847,R3C3P6,14,1
PRKX,0.677780705266081,R3C3P6,15,1
p70S6K[beta],0.645891560852599,R3C3P6,16,1
Pim1,0.638272163982407,R3C3P6,17,1
RSKL2,0.601075509318082,R3C3P6,18,1
DAPK1,0.593489876627613,R3C3P6,19,1
PKC[eta],0.578396073130169,R3C3P6,20,1
PCTAIRE2,0.575118363368933,R3C3P6,21,1
Akt1/PKB[alpha],0.562249437179612,R3C3P6,22,1
NuaK1,0.546692429275798,R3C3P6,23,1
Pim3,0.537602002101044,R3C3P6,24,1
ROCK1,0.534617148551582,R3C3P6,25,1
Pim2,0.531652669587843,R3C3P6,26,2
RSK2,0.522878745280338,R3C3P6,27,2
p38[beta],0.486333352030704,R3C3P6,28,2
PKC[zeta],0.458420756053419,R3C3P6,29,2
CK2[alpha]1,0.455931955649724,R3C3P6,30,2
DAPK2,0.453457336521869,R3C3P6,31,2
TBK1,0.400116927926312,R3C3P6,32,2
AurA/Aur2,0.391473966422806,R3C3P6,33,2
CaMK2[alpha],0.378823718224965,R3C3P6,34,2
CK1[epsilon],0.3767507096021,R3C3P6,35,2
CDK9,0.356547323513813,R3C3P6,36,2
mTOR/FRAP,0.354577730650908,R3C3P6,37,2
CDK6,0.354577730650908,R3C3P6,38,2
SGK2,0.348721986001856,R3C3P6,39,2
CDKL2,0.345850149311712,R3C3P6,40,2
PKC[iota],0.339134521996131,R3C3P6,41,2
AlphaK1,0.334420021944497,R3C3P6,42,2
MAPKAPK3,0.33161408331,R3C3P6,43,2
RSK3,0.315154638355588,R3C3P6,44,2
MAPKAPK2,0.313363730737707,R3C3P6,45,2
RSK1/p90RSK,0.311580177997289,R3C3P6,46,2
Akt2/PKB[beta],0.306273051076353,R3C3P6,47,2
CDK10,0.299296282854981,R3C3P6,48,2
PKN1/PRK1,0.299296282854981,R3C3P6,49,2
IKK[beta],0.295849483160201,R3C3P6,50,2
DAPK3,0.285670240254767,R3C3P6,51,3
PDHK1,0.275724130399211,R3C3P6,52,3
PKD1,0.262807357295263,R3C3P6,53,3
CDKL3,0.258060922270801,R3C3P6,54,3
PKC[beta],0.242603971206976,R3C3P6,55,3
PAK1,0.22767829327708,R3C3P6,56,3
MSK1,0.223298816011589,R3C3P6,57,3
CDK4,0.223298816011589,R3C3P6,58,3
CDK7,0.221848749616356,R3C3P6,59,3
JNK2,0.193820026016113,R3C3P6,60,3
ANP[alpha],0.187086643357144,R3C3P6,61,3
GSK3[beta],0.1791420105603,R3C3P6,62,3
GSK3[alpha],0.175223537524454,R3C3P6,63,3
IKK[epsilon],0.166215625343521,R3C3P6,64,3
CDK11,0.159893905543242,R3C3P6,65,3
CDK5,0.152427340857888,R3C3P6,66,3
RSKL1,0.14996847511456,R3C3P6,67,3
CDKL1,0.146480760657061,R3C3P6,68,3
PFTAIRE2,0.139063379299906,R3C3P6,69,3
COT,0.128427064454121,R3C3P6,70,3
DYRK1A,0.118118340438675,R3C3P6,71,3
CDKL5,0.118046524571759,R3C3P6,72,3
CK1[delta],0.101274818410506,R3C3P6,73,3
SGK1,0.0979971086492706,R3C3P6,74,3
SgK307,0.0947439512515487,R3C3P6,75,4
CK1[alpha],0.0893755951107988,R3C3P6,76,4
AurB/Aur1,0.087246696328677,R3C3P6,77,4
ATR,0.0861861476162833,R3C3P6,78,4
p70S6K,0.0788339493622613,R3C3P6,79,4
HGK/ZC1,0.0757207139381184,R3C3P6,80,4
p38[delta],0.0644927341752872,R3C3P6,81,4
RAF1,0.0496351456238769,R3C3P6,82,4
p38[gamma],0.0467236633326956,R3C3P6,83,4
PRKY,0.0447934624580583,R3C3P6,84,4
CHK1,0.0352690789463706,R3C3P6,85,4
TNIK/ZC2,0.0315180557135783,R3C3P6,86,4
JNK1,0.0315170514460649,R3C3P6,87,4
JNK3,0.0315170514460649,R3C3P6,88,4
CDK3,0.0277971616209356,R3C3P6,89,4
ERK5,0.0213630516155257,R3C3P6,90,4
