var1,var2,cor,statistic,p,method
SCZ_732_CTL_836,SCZ_339_CTL_223,0.78,2590515.3417835194,1.8199999999999998e-85,Spearman
SCZ_732_CTL_836,SCZ_446_CTL_882,0.76,2848416.4056786355,4.2999999999999995e-78,Spearman
SCZ_732_CTL_836,SCZ_547_CTL_554,0.77,2678932.472152201,7.599999999999998e-83,Spearman
SCZ_732_CTL_836,SCZ_552_CTL_686,0.73,3121730.3404427436,4.309999999999999e-71,Spearman
SCZ_732_CTL_836,SCZ_565_CTL_195,0.8,2356132.646217533,6.039999999999999e-93,Spearman
SCZ_732_CTL_836,SCZ_585_CTL_834,0.78,2548331.391191878,9.389999999999998e-87,Spearman
SCZ_732_CTL_836,SCZ_640_CTL_702,0.74,3010878.4125788626,7.699999999999998e-74,Spearman
SCZ_732_CTL_836,SCZ_69_CTL_901,0.79,2477959.2965307357,5.879999999999999e-89,Spearman
SCZ_732_CTL_836,SCZ_732_CTL_836,1,0,0,Spearman
SCZ_732_CTL_836,SCZ_737_CTL_869,0.81,2261683.310234499,3.339999999999999e-96,Spearman
SCZ_732_CTL_836,SCZ_802_CTL_676,0.76,2828200.555453548,1.21e-78,Spearman
SCZ_732_CTL_836,SCZ_929_CTL_346,0.75,2992864.1869254247,2.6799999999999995e-74,Spearman
SCZ_732_CTL_836,SCZ_930_CTL_111,0.78,2525473.9119030135,1.8399999999999994e-87,Spearman
SCZ_732_CTL_836,SCZ_931_CTL_524,0.77,2734185.054977698,2.9399999999999997e-81,Spearman
SCZ_732_CTL_836,SCZ_94_CTL_46,0.77,2695779.580141345,2.3399999999999993e-82,Spearman
SCZ_732_CTL_836,SCZ_CTL,0.76,2809245.4116408243,3.67e-79,Spearman
SCZ_732_CTL_836,SCZ_F_CTL_F,0.72,3299835.6903572306,6.47e-67,Spearman
SCZ_732_CTL_836,SCZ_F_SCZ_M,0.75,2930114.8466808125,6.409999999999998e-76,Spearman
SCZ_732_CTL_836,SCZ_M_CTL_M,0.74,3061493.81886707,1.4299999999999997e-72,Spearman
SCZ_737_CTL_869,C3N_C3NPC,0.81,2185803.7767400346,6.199999999999998e-99,Spearman
SCZ_737_CTL_869,C3N_D3N,0.86,1682124.026142575,3.0199999999999996e-120,Spearman
SCZ_737_CTL_869,C3N_D3NPC,0.79,2446749.3374587926,5.879999999999999e-90,Spearman
SCZ_737_CTL_869,CTL_F_CTL_M,0.79,2468764.1677366574,2.9899999999999992e-89,Spearman
SCZ_737_CTL_869,CTL_SCZ,0.8,2332569.013060332,9.589999999999998e-94,Spearman
SCZ_737_CTL_869,Haloperidol_Control,0.82,2146248.5382544305,2.1199999999999998e-100,Spearman
SCZ_737_CTL_869,SCZ_22_CTL_116,0.74,3012840.361101854,8.629999999999998e-74,Spearman
SCZ_737_CTL_869,SCZ_225_CTL_874,0.73,3143919.8700221307,1.48e-70,Spearman
SCZ_737_CTL_869,SCZ_291_CTL_846,0.73,3182566.7129329927,1.2399999999999997e-69,Spearman
SCZ_737_CTL_869,SCZ_331_CTL_167,0.82,2108810.0851276433,8.149999999999998e-102,Spearman
SCZ_737_CTL_869,SCZ_339_CTL_223,0.74,3002379.99411476,4.689999999999999e-74,Spearman
SCZ_737_CTL_869,SCZ_446_CTL_882,0.83,2012539.2991244958,1.3699999999999999e-105,Spearman
SCZ_737_CTL_869,SCZ_547_CTL_554,0.78,2555295.1261882507,1.5399999999999998e-86,Spearman
SCZ_737_CTL_869,SCZ_552_CTL_686,0.81,2277156.2404235345,1.1699999999999996e-95,Spearman
SCZ_737_CTL_869,SCZ_565_CTL_195,0.82,2060751.8476743773,1.1299999999999998e-103,Spearman
SCZ_737_CTL_869,SCZ_585_CTL_834,0.79,2505978.053598724,4.519999999999999e-88,Spearman
SCZ_737_CTL_869,SCZ_640_CTL_702,0.78,2625239.198623421,1.9999999999999996e-84,Spearman
SCZ_737_CTL_869,SCZ_69_CTL_901,0.72,3325014.7001611125,2.3899999999999997e-66,Spearman
SCZ_737_CTL_869,SCZ_732_CTL_836,0.81,2261683.310234499,3.339999999999999e-96,Spearman
SCZ_737_CTL_869,SCZ_737_CTL_869,1,1.3034866519490151e-9,0,Spearman
SCZ_737_CTL_869,SCZ_802_CTL_676,0.81,2261684.9433846073,3.339999999999999e-96,Spearman
SCZ_737_CTL_869,SCZ_929_CTL_346,0.76,2837924.228073995,2.2299999999999997e-78,Spearman
SCZ_737_CTL_869,SCZ_930_CTL_111,0.8,2305104.0561707593,1.0999999999999999e-94,Spearman
SCZ_737_CTL_869,SCZ_931_CTL_524,0.81,2208881.164541226,4.309999999999999e-98,Spearman
SCZ_737_CTL_869,SCZ_94_CTL_46,0.86,1615272.6674235316,1.3499999999999999e-123,Spearman
SCZ_737_CTL_869,SCZ_CTL,0.8,2386818.417356448,6.419999999999999e-92,Spearman
SCZ_737_CTL_869,SCZ_F_CTL_F,0.78,2559751.8894915804,2.1099999999999998e-86,Spearman
SCZ_737_CTL_869,SCZ_F_SCZ_M,0.81,2182417.582445611,4.659999999999998e-99,Spearman
SCZ_737_CTL_869,SCZ_M_CTL_M,0.78,2620376.7839182043,1.4299999999999997e-84,Spearman
SCZ_802_CTL_676,C3N_C3NPC,0.84,1911951.8993069504,9.419999999999998e-110,Spearman
SCZ_802_CTL_676,C3N_D3N,0.84,1865464.3743812304,9.279999999999996e-112,Spearman
SCZ_802_CTL_676,C3N_D3NPC,0.82,2069234.5746161693,2.4199999999999997e-103,Spearman
SCZ_802_CTL_676,CTL_F_CTL_M,0.81,2258094.732096397,2.489999999999999e-96,Spearman
SCZ_802_CTL_676,CTL_SCZ,0.86,1610224.9346153457,7.459999999999999e-124,Spearman
SCZ_802_CTL_676,Haloperidol_Control,0.79,2463836.4980886555,2.0799999999999993e-89,Spearman
SCZ_802_CTL_676,SCZ_22_CTL_116,0.84,1887501.6731494467,8.429999999999999e-111,Spearman
SCZ_802_CTL_676,SCZ_225_CTL_874,0.79,2450068.3121485123,7.519999999999998e-90,Spearman
SCZ_802_CTL_676,SCZ_291_CTL_846,0.7,3544600.9633758534,1.3199999999999998e-61,Spearman
SCZ_802_CTL_676,SCZ_331_CTL_167,0.84,1913991.3627716915,1.1499999999999998e-109,Spearman
SCZ_802_CTL_676,SCZ_339_CTL_223,0.78,2528499.5293240766,2.2799999999999993e-87,Spearman
SCZ_802_CTL_676,SCZ_446_CTL_882,0.9,1196012.0102313743,9.759999999999998e-149,Spearman
SCZ_802_CTL_676,SCZ_547_CTL_554,0.78,2628133.661970297,2.4399999999999995e-84,Spearman
SCZ_802_CTL_676,SCZ_552_CTL_686,0.82,2164725.2751275706,1.0399999999999997e-99,Spearman
SCZ_802_CTL_676,SCZ_565_CTL_195,0.86,1625334.7906328894,4.4199999999999994e-123,Spearman
SCZ_802_CTL_676,SCZ_585_CTL_834,0.86,1671103.4688403097,8.679999999999998e-121,Spearman
SCZ_802_CTL_676,SCZ_640_CTL_702,0.81,2271877.013448476,7.619999999999998e-96,Spearman
SCZ_802_CTL_676,SCZ_69_CTL_901,0.76,2761266.258395623,1.71e-80,Spearman
SCZ_802_CTL_676,SCZ_732_CTL_836,0.76,2828200.555453548,1.21e-78,Spearman
SCZ_802_CTL_676,SCZ_737_CTL_869,0.81,2261684.9433846073,3.339999999999999e-96,Spearman
SCZ_802_CTL_676,SCZ_802_CTL_676,1,1.3034866519490151e-9,0,Spearman
SCZ_802_CTL_676,SCZ_929_CTL_346,0.84,1885230.4737103593,6.719999999999999e-111,Spearman
SCZ_802_CTL_676,SCZ_930_CTL_111,0.9,1119007.9568515427,2.2599999999999997e-154,Spearman
SCZ_802_CTL_676,SCZ_931_CTL_524,0.89,1236609.6089173865,6.419999999999998e-146,Spearman
SCZ_802_CTL_676,SCZ_94_CTL_46,0.84,1882591.4604487198,5.169999999999999e-111,Spearman
SCZ_802_CTL_676,SCZ_CTL,0.8,2301798.155212318,8.419999999999998e-95,Spearman
SCZ_802_CTL_676,SCZ_F_CTL_F,0.85,1740420.6907201277,1.9299999999999997e-117,Spearman
SCZ_802_CTL_676,SCZ_F_SCZ_M,0.8,2331779.6149316104,9.019999999999999e-94,Spearman
SCZ_802_CTL_676,SCZ_M_CTL_M,0.77,2686250.72781551,1.2399999999999997e-82,Spearman
SCZ_929_CTL_346,C3N_C3NPC,0.77,2671723.656728208,4.6899999999999995e-83,Spearman
SCZ_929_CTL_346,C3N_D3N,0.83,2024697.3470132614,4.219999999999999e-105,Spearman
SCZ_929_CTL_346,C3N_D3NPC,0.77,2697585.015500658,2.6299999999999992e-82,Spearman
SCZ_929_CTL_346,CTL_F_CTL_M,0.77,2730180.9173935633,2.2599999999999996e-81,Spearman
SCZ_929_CTL_346,CTL_SCZ,0.77,2690871.8244073903,1.6899999999999995e-82,Spearman
SCZ_929_CTL_346,Haloperidol_Control,0.77,2696153.3304940513,2.3999999999999992e-82,Spearman
SCZ_929_CTL_346,SCZ_22_CTL_116,0.79,2476241.3691322817,5.189999999999999e-89,Spearman
SCZ_929_CTL_346,SCZ_225_CTL_874,0.74,3058687.6311171795,1.2199999999999998e-72,Spearman
SCZ_929_CTL_346,SCZ_291_CTL_846,0.64,4188108.581267547,1.31e-49,Spearman
SCZ_929_CTL_346,SCZ_331_CTL_167,0.8,2315690.6299578818,2.5399999999999994e-94,Spearman
SCZ_929_CTL_346,SCZ_339_CTL_223,0.74,3061015.034086346,1.3899999999999996e-72,Spearman
SCZ_929_CTL_346,SCZ_446_CTL_882,0.77,2668726.6382605336,3.8299999999999994e-83,Spearman
SCZ_929_CTL_346,SCZ_547_CTL_554,0.74,3104331.083012611,1.6199999999999997e-71,Spearman
SCZ_929_CTL_346,SCZ_552_CTL_686,0.77,2677709.149061564,6.999999999999999e-83,Spearman
SCZ_929_CTL_346,SCZ_565_CTL_195,0.78,2545772.4856586326,7.829999999999998e-87,Spearman
SCZ_929_CTL_346,SCZ_585_CTL_834,0.84,1931368.4523158167,6.259999999999998e-109,Spearman
SCZ_929_CTL_346,SCZ_640_CTL_702,0.76,2837678.122517437,2.2e-78,Spearman
SCZ_929_CTL_346,SCZ_69_CTL_901,0.77,2724065.8050569203,1.5099999999999997e-81,Spearman
SCZ_929_CTL_346,SCZ_732_CTL_836,0.75,2992864.1869254247,2.6799999999999995e-74,Spearman
SCZ_929_CTL_346,SCZ_737_CTL_869,0.76,2837924.228073995,2.2299999999999997e-78,Spearman
SCZ_929_CTL_346,SCZ_802_CTL_676,0.84,1885230.4737103593,6.719999999999999e-111,Spearman
SCZ_929_CTL_346,SCZ_929_CTL_346,1,0,0,Spearman
SCZ_929_CTL_346,SCZ_930_CTL_111,0.84,1900600.7794114891,3.0899999999999997e-110,Spearman
SCZ_929_CTL_346,SCZ_931_CTL_524,0.84,1910078.0985753054,7.839999999999999e-110,Spearman
SCZ_929_CTL_346,SCZ_94_CTL_46,0.79,2439364.966130649,3.3899999999999994e-90,Spearman
SCZ_929_CTL_346,SCZ_CTL,0.72,3254478.963273382,5.939999999999999e-68,Spearman
SCZ_929_CTL_346,SCZ_F_CTL_F,0.8,2397376.8641320835,1.44e-91,Spearman
SCZ_929_CTL_346,SCZ_F_SCZ_M,0.76,2818514.3838602216,6.6e-79,Spearman
SCZ_929_CTL_346,SCZ_M_CTL_M,0.74,3104528.6298060375,1.6399999999999998e-71,Spearman
SCZ_930_CTL_111,C3N_C3NPC,0.88,1451847.2125685087,1.8599999999999995e-132,Spearman
SCZ_930_CTL_111,C3N_D3N,0.87,1545337.357966901,2.909999999999999e-127,Spearman
SCZ_930_CTL_111,C3N_D3NPC,0.86,1661503.627768969,2.9099999999999994e-121,Spearman
SCZ_930_CTL_111,CTL_F_CTL_M,0.8,2328496.4903402547,6.969999999999999e-94,Spearman
SCZ_930_CTL_111,CTL_SCZ,0.86,1654973.8033358466,1.3699999999999995e-121,Spearman
SCZ_930_CTL_111,Haloperidol_Control,0.77,2747961.511523795,7.209999999999999e-81,Spearman
SCZ_930_CTL_111,SCZ_22_CTL_116,0.87,1495088.423281307,5.1899999999999985e-130,Spearman
SCZ_930_CTL_111,SCZ_225_CTL_874,0.8,2387491.912765435,6.749999999999998e-92,Spearman
SCZ_930_CTL_111,SCZ_291_CTL_846,0.7,3479389.466476346,5.639999999999999e-63,Spearman
SCZ_930_CTL_111,SCZ_331_CTL_167,0.91,1028759.1954850518,1.6099999999999996e-161,Spearman
SCZ_930_CTL_111,SCZ_339_CTL_223,0.82,2151889.9134361898,3.4499999999999997e-100,Spearman
SCZ_930_CTL_111,SCZ_446_CTL_882,0.88,1459669.394631149,5.2199999999999985e-132,Spearman
SCZ_930_CTL_111,SCZ_547_CTL_554,0.83,1993832.3874941505,2.3999999999999993e-106,Spearman
SCZ_930_CTL_111,SCZ_552_CTL_686,0.84,1842097.5026619139,8.669999999999998e-113,Spearman
SCZ_930_CTL_111,SCZ_565_CTL_195,0.92,961052.5662113678,2.4899999999999995e-167,Spearman
SCZ_930_CTL_111,SCZ_585_CTL_834,0.87,1521200.2922043905,1.4299999999999995e-128,Spearman
SCZ_930_CTL_111,SCZ_640_CTL_702,0.81,2198013.481576256,1.7299999999999996e-98,Spearman
SCZ_930_CTL_111,SCZ_69_CTL_901,0.8,2368097.7070222315,1.5199999999999996e-92,Spearman
SCZ_930_CTL_111,SCZ_732_CTL_836,0.78,2525473.9119030135,1.8399999999999994e-87,Spearman
SCZ_930_CTL_111,SCZ_737_CTL_869,0.8,2305104.0561707593,1.0999999999999999e-94,Spearman
SCZ_930_CTL_111,SCZ_802_CTL_676,0.9,1119007.9568515427,2.2599999999999997e-154,Spearman
SCZ_930_CTL_111,SCZ_929_CTL_346,0.84,1900600.7794114891,3.0899999999999997e-110,Spearman
SCZ_930_CTL_111,SCZ_930_CTL_111,1,0,0,Spearman
SCZ_930_CTL_111,SCZ_931_CTL_524,0.89,1241105.6068180383,1.2999999999999996e-145,Spearman
SCZ_930_CTL_111,SCZ_94_CTL_46,0.84,1861721.5691330198,6.359999999999998e-112,Spearman
SCZ_930_CTL_111,SCZ_CTL,0.81,2195053.4328410975,1.3499999999999998e-98,Spearman
SCZ_930_CTL_111,SCZ_F_CTL_F,0.85,1711366.6932265218,7.949999999999997e-119,Spearman
SCZ_930_CTL_111,SCZ_F_SCZ_M,0.83,2023674.2897819104,3.84e-105,Spearman
SCZ_930_CTL_111,SCZ_M_CTL_M,0.8,2318872.2391417553,3.2599999999999994e-94,Spearman
SCZ_931_CTL_524,C3N_C3NPC,0.8,2342758.967836346,2.1299999999999997e-93,Spearman
SCZ_931_CTL_524,C3N_D3N,0.85,1742863.2582828347,2.5099999999999996e-117,Spearman
SCZ_931_CTL_524,C3N_D3NPC,0.8,2309270.801297299,1.5299999999999998e-94,Spearman
SCZ_931_CTL_524,CTL_F_CTL_M,0.78,2538787.1904546497,4.759999999999999e-87,Spearman
SCZ_931_CTL_524,CTL_SCZ,0.83,1954815.2396345036,5.989999999999999e-108,Spearman
SCZ_931_CTL_524,Haloperidol_Control,0.78,2545989.564866103,7.949999999999998e-87,Spearman
SCZ_931_CTL_524,SCZ_22_CTL_116,0.85,1773131.996132754,6.509999999999998e-116,Spearman
SCZ_931_CTL_524,SCZ_225_CTL_874,0.82,2089209.9987537034,1.4399999999999997e-102,Spearman
SCZ_931_CTL_524,SCZ_291_CTL_846,0.71,3414742.305276418,2.2999999999999998e-64,Spearman
SCZ_931_CTL_524,SCZ_331_CTL_167,0.84,1893301.7561584262,1.5e-110,Spearman
SCZ_931_CTL_524,SCZ_339_CTL_223,0.78,2597592.8853612184,2.969999999999999e-85,Spearman
SCZ_931_CTL_524,SCZ_446_CTL_882,0.85,1777734.9335209057,1.0599999999999998e-115,Spearman
SCZ_931_CTL_524,SCZ_547_CTL_554,0.8,2309044.3818179485,1.4999999999999998e-94,Spearman
SCZ_931_CTL_524,SCZ_552_CTL_686,0.83,1991978.715762633,2.0199999999999994e-106,Spearman
SCZ_931_CTL_524,SCZ_565_CTL_195,0.85,1729903.3561926826,6.119999999999998e-118,Spearman
SCZ_931_CTL_524,SCZ_585_CTL_834,0.84,1872914.4915808968,1.9599999999999996e-111,Spearman
SCZ_931_CTL_524,SCZ_640_CTL_702,0.81,2217644.238606899,8.939999999999998e-98,Spearman
SCZ_931_CTL_524,SCZ_69_CTL_901,0.8,2289610.408304331,3.179999999999999e-95,Spearman
SCZ_931_CTL_524,SCZ_732_CTL_836,0.77,2734185.054977698,2.9399999999999997e-81,Spearman
SCZ_931_CTL_524,SCZ_737_CTL_869,0.81,2208881.164541226,4.309999999999999e-98,Spearman
SCZ_931_CTL_524,SCZ_802_CTL_676,0.89,1236609.6089173865,6.419999999999998e-146,Spearman
SCZ_931_CTL_524,SCZ_929_CTL_346,0.84,1910078.0985753054,7.839999999999999e-110,Spearman
SCZ_931_CTL_524,SCZ_930_CTL_111,0.89,1241105.6068180383,1.2999999999999996e-145,Spearman
SCZ_931_CTL_524,SCZ_931_CTL_524,1,1.3034866519490151e-9,0,Spearman
SCZ_931_CTL_524,SCZ_94_CTL_46,0.85,1778319.9364606785,1.1299999999999997e-115,Spearman
SCZ_931_CTL_524,SCZ_CTL,0.8,2326314.7846784284,5.869999999999998e-94,Spearman
SCZ_931_CTL_524,SCZ_F_CTL_F,0.84,1921696.6479925392,2.4399999999999995e-109,Spearman
SCZ_931_CTL_524,SCZ_F_SCZ_M,0.8,2351350.7166147023,4.159999999999999e-93,Spearman
SCZ_931_CTL_524,SCZ_M_CTL_M,0.78,2557339.0690253708,1.78e-86,Spearman
SCZ_94_CTL_46,C3N_C3NPC,0.83,2008435.1456189046,9.379999999999997e-106,Spearman
SCZ_94_CTL_46,C3N_D3N,0.84,1917981.301651586,1.6999999999999996e-109,Spearman
SCZ_94_CTL_46,C3N_D3NPC,0.83,2009371.439836575,1.0199999999999999e-105,Spearman
SCZ_94_CTL_46,CTL_F_CTL_M,0.74,3056156.1387861227,1.0499999999999998e-72,Spearman
SCZ_94_CTL_46,CTL_SCZ,0.82,2150901.9499677634,3.1699999999999995e-100,Spearman
SCZ_94_CTL_46,Haloperidol_Control,0.79,2423005.4227703246,9.969999999999999e-91,Spearman
SCZ_94_CTL_46,SCZ_22_CTL_116,0.82,2078777.4824727878,5.679999999999999e-103,Spearman
SCZ_94_CTL_46,SCZ_225_CTL_874,0.74,3058883.6321188235,1.2299999999999999e-72,Spearman
SCZ_94_CTL_46,SCZ_291_CTL_846,0.66,4035477.2947605667,3.1399999999999997e-52,Spearman
SCZ_94_CTL_46,SCZ_331_CTL_167,0.83,2000941.4812514887,4.669999999999999e-106,Spearman
SCZ_94_CTL_46,SCZ_339_CTL_223,0.79,2475949.9694219395,5.0799999999999986e-89,Spearman
SCZ_94_CTL_46,SCZ_446_CTL_882,0.83,2001842.7302170282,5.079999999999999e-106,Spearman
SCZ_94_CTL_46,SCZ_547_CTL_554,0.75,2880580.3156822715,3.1499999999999997e-77,Spearman
SCZ_94_CTL_46,SCZ_552_CTL_686,0.84,1926106.4758562641,3.749999999999999e-109,Spearman
SCZ_94_CTL_46,SCZ_565_CTL_195,0.83,1960977.2729808437,1.0799999999999999e-107,Spearman
SCZ_94_CTL_46,SCZ_585_CTL_834,0.82,2107243.35859686,7.099999999999999e-102,Spearman
SCZ_94_CTL_46,SCZ_640_CTL_702,0.8,2300462.854254339,7.569999999999998e-95,Spearman
SCZ_94_CTL_46,SCZ_69_CTL_901,0.74,3018331.796342026,1.1899999999999998e-73,Spearman
SCZ_94_CTL_46,SCZ_732_CTL_836,0.77,2695779.580141345,2.3399999999999993e-82,Spearman
SCZ_94_CTL_46,SCZ_737_CTL_869,0.86,1615272.6674235316,1.3499999999999999e-123,Spearman
SCZ_94_CTL_46,SCZ_802_CTL_676,0.84,1882591.4604487198,5.169999999999999e-111,Spearman
SCZ_94_CTL_46,SCZ_929_CTL_346,0.79,2439364.966130649,3.3899999999999994e-90,Spearman
SCZ_94_CTL_46,SCZ_930_CTL_111,0.84,1861721.5691330198,6.359999999999998e-112,Spearman
SCZ_94_CTL_46,SCZ_931_CTL_524,0.85,1778319.9364606785,1.1299999999999997e-115,Spearman
SCZ_94_CTL_46,SCZ_94_CTL_46,1,0,0,Spearman
SCZ_94_CTL_46,SCZ_CTL,0.81,2207809.3469279516,3.9399999999999995e-98,Spearman
SCZ_94_CTL_46,SCZ_F_CTL_F,0.76,2851027.2983840234,5.059999999999999e-78,Spearman
SCZ_94_CTL_46,SCZ_F_SCZ_M,0.8,2318216.2419124837,3.099999999999999e-94,Spearman
SCZ_94_CTL_46,SCZ_M_CTL_M,0.81,2272742.3081992273,8.179999999999997e-96,Spearman
SCZ_CTL,C3N_C3NPC,0.8,2305608.531848664,1.1399999999999998e-94,Spearman
SCZ_CTL,C3N_D3N,0.8,2363060.679994186,1.0299999999999997e-92,Spearman
SCZ_CTL,C3N_D3NPC,0.84,1846095.5632390168,1.2999999999999997e-112,Spearman
SCZ_CTL,CTL_F_CTL_M,0.85,1772750.814421149,6.249999999999999e-116,Spearman
SCZ_CTL,CTL_SCZ,0.85,1810643.6013150252,3.379999999999999e-114,Spearman
SCZ_CTL,Haloperidol_Control,0.74,3043413.53349089,5.069999999999999e-73,Spearman
SCZ_CTL,SCZ_22_CTL_116,0.78,2597554.2613111297,2.969999999999999e-85,Spearman
SCZ_CTL,SCZ_225_CTL_874,0.72,3328080.8582152617,2.8099999999999996e-66,Spearman
SCZ_CTL,SCZ_291_CTL_846,0.72,3277799.7280013883,2.04e-67,Spearman
SCZ_CTL,SCZ_331_CTL_167,0.8,2393366.1483875914,1.0599999999999999e-91,Spearman
SCZ_CTL,SCZ_339_CTL_223,0.84,1913094.0099261596,1.0499999999999997e-109,Spearman
SCZ_CTL,SCZ_446_CTL_882,0.82,2118737.368974843,1.9499999999999998e-101,Spearman
SCZ_CTL,SCZ_547_CTL_554,0.77,2741590.7289737677,4.759999999999999e-81,Spearman
SCZ_CTL,SCZ_552_CTL_686,0.79,2454501.3884094744,1.0399999999999997e-89,Spearman
SCZ_CTL,SCZ_565_CTL_195,0.82,2152121.3729760484,3.52e-100,Spearman
SCZ_CTL,SCZ_585_CTL_834,0.83,2048452.579069148,3.6999999999999987e-104,Spearman
SCZ_CTL,SCZ_640_CTL_702,0.75,2919112.788040685,3.299999999999999e-76,Spearman
SCZ_CTL,SCZ_69_CTL_901,0.7,3464164.9409042294,2.6699999999999995e-63,Spearman
SCZ_CTL,SCZ_732_CTL_836,0.76,2809245.4116408243,3.67e-79,Spearman
SCZ_CTL,SCZ_737_CTL_869,0.8,2386818.417356448,6.419999999999999e-92,Spearman
SCZ_CTL,SCZ_802_CTL_676,0.8,2301798.155212318,8.419999999999998e-95,Spearman
SCZ_CTL,SCZ_929_CTL_346,0.72,3254478.963273382,5.939999999999999e-68,Spearman
SCZ_CTL,SCZ_930_CTL_111,0.81,2195053.4328410975,1.3499999999999998e-98,Spearman
SCZ_CTL,SCZ_931_CTL_524,0.8,2326314.7846784284,5.869999999999998e-94,Spearman
SCZ_CTL,SCZ_94_CTL_46,0.81,2207809.3469279516,3.9399999999999995e-98,Spearman
SCZ_CTL,SCZ_CTL,1,1.3034866519490151e-9,0,Spearman
SCZ_CTL,SCZ_F_CTL_F,0.83,2030711.4155223146,7.329999999999998e-105,Spearman
SCZ_CTL,SCZ_F_SCZ_M,0.92,979528.9229332568,1.0499999999999997e-165,Spearman
SCZ_CTL,SCZ_M_CTL_M,0.9,1230885.2096699707,2.609999999999999e-146,Spearman
SCZ_F_CTL_F,C3N_C3NPC,0.79,2500645.2611314007,3.0699999999999994e-88,Spearman
SCZ_F_CTL_F,C3N_D3N,0.81,2266617.1624859846,4.979999999999998e-96,Spearman
SCZ_F_CTL_F,C3N_D3NPC,0.76,2813294.3355297805,4.749999999999999e-79,Spearman
SCZ_F_CTL_F,CTL_F_CTL_M,0.86,1616740.9507089471,1.61e-123,Spearman
SCZ_F_CTL_F,CTL_SCZ,0.83,1979595.5438731278,6.309999999999999e-107,Spearman
SCZ_F_CTL_F,Haloperidol_Control,0.77,2706827.5966980373,4.8599999999999986e-82,Spearman
SCZ_F_CTL_F,SCZ_22_CTL_116,0.76,2823043.1729258723,8.779999999999998e-79,Spearman
SCZ_F_CTL_F,SCZ_225_CTL_874,0.72,3325727.345586501,2.4799999999999997e-66,Spearman
SCZ_F_CTL_F,SCZ_291_CTL_846,0.73,3201957.3178072083,3.5499999999999994e-69,Spearman
SCZ_F_CTL_F,SCZ_331_CTL_167,0.79,2458890.5083574536,1.4499999999999996e-89,Spearman
SCZ_F_CTL_F,SCZ_339_CTL_223,0.75,2891764.386428011,6.249999999999999e-77,Spearman
SCZ_F_CTL_F,SCZ_446_CTL_882,0.81,2180962.7028710074,4.119999999999999e-99,Spearman
SCZ_F_CTL_F,SCZ_547_CTL_554,0.82,2121139.5561840897,2.3999999999999994e-101,Spearman
SCZ_F_CTL_F,SCZ_552_CTL_686,0.8,2405852.07349401,2.73e-91,Spearman
SCZ_F_CTL_F,SCZ_565_CTL_195,0.82,2105297.6037768363,5.979999999999999e-102,Spearman
SCZ_F_CTL_F,SCZ_585_CTL_834,0.81,2185167.8184944303,5.879999999999998e-99,Spearman
SCZ_F_CTL_F,SCZ_640_CTL_702,0.81,2253153.186193744,1.6699999999999995e-96,Spearman
SCZ_F_CTL_F,SCZ_69_CTL_901,0.72,3230276.195836472,1.6299999999999996e-68,Spearman
SCZ_F_CTL_F,SCZ_732_CTL_836,0.72,3299835.6903572306,6.47e-67,Spearman
SCZ_F_CTL_F,SCZ_737_CTL_869,0.78,2559751.8894915804,2.1099999999999998e-86,Spearman
SCZ_F_CTL_F,SCZ_802_CTL_676,0.85,1740420.6907201277,1.9299999999999997e-117,Spearman
SCZ_F_CTL_F,SCZ_929_CTL_346,0.8,2397376.8641320835,1.44e-91,Spearman
SCZ_F_CTL_F,SCZ_930_CTL_111,0.85,1711366.6932265218,7.949999999999997e-119,Spearman
SCZ_F_CTL_F,SCZ_931_CTL_524,0.84,1921696.6479925392,2.4399999999999995e-109,Spearman
SCZ_F_CTL_F,SCZ_94_CTL_46,0.76,2851027.2983840234,5.059999999999999e-78,Spearman
SCZ_F_CTL_F,SCZ_CTL,0.83,2030711.4155223146,7.329999999999998e-105,Spearman
SCZ_F_CTL_F,SCZ_F_CTL_F,1,1.3034866519490151e-9,0,Spearman
SCZ_F_CTL_F,SCZ_F_SCZ_M,0.85,1815162.0492210549,5.409999999999999e-114,Spearman
SCZ_F_CTL_F,SCZ_M_CTL_M,0.8,2369428.915977958,1.6899999999999998e-92,Spearman
SCZ_F_SCZ_M,C3N_C3NPC,0.82,2081004.4389612752,6.939999999999998e-103,Spearman
SCZ_F_SCZ_M,C3N_D3N,0.84,1823570.129811684,1.2899999999999997e-113,Spearman
SCZ_F_SCZ_M,C3N_D3NPC,0.85,1764606.468737051,2.619999999999999e-116,Spearman
SCZ_F_SCZ_M,CTL_F_CTL_M,0.93,775484.2272368758,9.409999999999998e-186,Spearman
SCZ_F_SCZ_M,CTL_SCZ,0.83,1975161.8509070862,4.149999999999999e-107,Spearman
SCZ_F_SCZ_M,Haloperidol_Control,0.75,2891860.1899742833,6.289999999999999e-77,Spearman
SCZ_F_SCZ_M,SCZ_22_CTL_116,0.75,2942304.668925075,1.3299999999999998e-75,Spearman
SCZ_F_SCZ_M,SCZ_225_CTL_874,0.72,3268952.762511182,1.28e-67,Spearman
SCZ_F_SCZ_M,SCZ_291_CTL_846,0.74,3078025.385354971,3.669999999999999e-72,Spearman
SCZ_F_SCZ_M,SCZ_331_CTL_167,0.8,2405184.0084536606,2.6e-91,Spearman
SCZ_F_SCZ_M,SCZ_339_CTL_223,0.77,2694978.5758095006,2.2199999999999995e-82,Spearman
